order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
7263a9488004df94487b7f970be3b91e,b7aba705e32253c6d5159e0155ba4fac,delivered,2018-06-10T15:35:52.000Z,2018-06-11T16:31:52.000Z,2018-06-13T16:10:00.000Z,2018-06-21T20:50:54.000Z,2018-07-05T00:00:00.000Z
ddcb9f924091ed9cc49b9c78d37d48b6,c7093c34ad7da76feb1fb87e5f6b366b,delivered,2017-04-17T14:48:17.000Z,2017-04-17T15:05:08.000Z,2017-04-18T11:03:22.000Z,2017-05-02T14:35:20.000Z,2017-05-16T00:00:00.000Z
e2ecc8a06aa292e6cf6f88f2826dd141,cac877e3b4e0495e13b2ad7c96aa5c11,delivered,2017-09-23T18:20:57.000Z,2017-09-23T18:44:21.000Z,2017-09-25T15:13:47.000Z,2017-09-29T14:35:21.000Z,2017-10-11T00:00:00.000Z
58ecdd5dee96d19e30c67a29cae63e4d,d0eca4dcf131a1a0f4665c2a47b4ca02,delivered,2017-08-08T10:23:10.000Z,2017-08-10T03:16:09.000Z,2017-08-11T16:01:21.000Z,2017-08-24T20:19:49.000Z,2017-08-30T00:00:00.000Z
c95fb74948e8db073f6114d3fa726fe1,5427db81b6127984b9d282e9e6ef2603,delivered,2017-11-05T22:06:17.000Z,2017-11-05T22:26:38.000Z,2017-11-06T19:32:20.000Z,2017-11-22T20:23:33.000Z,2017-11-28T00:00:00.000Z
7b2e128ff26556462b7d217f1b67600b,f57d3db30585e5fe7bb1649ec4b1bc32,delivered,2017-10-27T14:57:21.000Z,2017-10-27T15:10:07.000Z,2017-10-31T21:08:28.000Z,2017-11-22T22:58:28.000Z,2017-11-17T00:00:00.000Z
6a2e09d7d2755c778b119d0b74d4d431,6eb6e7b6a901ac22a2e5949e1f3151e8,delivered,2018-02-23T17:41:54.000Z,2018-02-23T17:55:30.000Z,2018-02-27T18:09:45.000Z,2018-03-08T16:53:36.000Z,2018-03-16T00:00:00.000Z
a7126b0cb60c6a688dfdac0b29f66f4c,c41a39d44789dfa58ded86a11abfc320,delivered,2017-07-16T20:05:12.000Z,2017-07-17T20:15:12.000Z,2017-07-18T18:56:52.000Z,2017-08-18T16:42:23.000Z,2017-08-18T00:00:00.000Z
9e22fb4a47d29059ef9689ca8b26d8b3,dc7dc47999d1b3c4c2f6a085a1a76eef,delivered,2018-02-17T01:22:20.000Z,2018-02-17T02:07:45.000Z,2018-02-19T15:48:39.000Z,2018-03-12T22:05:09.000Z,2018-03-19T00:00:00.000Z
2bd2198690a2c150fe5fdc4e064ba521,01288d72df4b2a4fb61182da4113ceab,delivered,2018-02-18T11:02:12.000Z,2018-02-18T11:15:31.000Z,2018-02-20T21:49:23.000Z,2018-03-20T23:34:54.000Z,2018-03-19T00:00:00.000Z
32032cfe80a0e36537d611ea2b9342e0,1400d3c9230622c965679dc35bf3d886,delivered,2018-04-30T21:19:21.000Z,2018-05-01T21:15:20.000Z,2018-05-02T15:58:00.000Z,2018-05-07T18:22:59.000Z,2018-05-22T00:00:00.000Z
b60b122b336eaee3323565272f117bec,00146ad30454993879adaa91c518f68c,delivered,2018-01-08T20:40:57.000Z,2018-01-08T20:48:33.000Z,2018-01-09T23:39:15.000Z,2018-01-16T22:33:07.000Z,2018-02-01T00:00:00.000Z
66810815fe0a68f5501d8cbe1472779d,c7ec40da7b433a48b43ed2c2db0101e8,delivered,2018-01-12T23:31:09.000Z,2018-01-13T00:31:22.000Z,2018-01-15T23:19:11.000Z,2018-01-26T23:46:36.000Z,2018-02-07T00:00:00.000Z
cc999e83cbddd8f4961651258b551003,7b49c9e88dd17d69f6604c5bab0f1291,delivered,2018-02-23T12:20:20.000Z,2018-02-23T12:35:37.000Z,2018-02-26T22:19:11.000Z,2018-02-28T14:08:55.000Z,2018-03-15T00:00:00.000Z
cfe5649887c20d8a27d7a9a2302a9d9b,7c9e2de99b4d853ad2849bf211810bcf,delivered,2017-12-04T15:12:16.000Z,2017-12-04T17:22:41.000Z,2017-12-12T00:25:34.000Z,2017-12-26T22:25:27.000Z,2018-01-04T00:00:00.000Z
50a6fb3fc2465d6d820f5a569be4d566,06feba89747b8e9e2a482ca08e3b1c3b,delivered,2017-12-28T16:22:35.000Z,2017-12-28T17:29:45.000Z,2018-01-04T13:10:55.000Z,2018-01-15T16:05:27.000Z,2018-01-29T00:00:00.000Z
7fa9efca67559f2f13c0656e55967397,420b67c85ceff09ec8d61df18ee62125,delivered,2018-01-31T22:18:04.000Z,2018-01-31T22:30:41.000Z,2018-02-06T17:15:06.000Z,2018-02-07T15:09:34.000Z,2018-02-16T00:00:00.000Z
5b4858f2dcf69731f2285a38829bfa7c,c8223f76047e09bea798462f2f46ffa9,canceled,2018-02-15T20:53:17.000Z,2018-02-15T21:06:43.000Z,2018-02-16T16:52:52.000Z,,2018-03-16T00:00:00.000Z
1800f4a4362310d7eb38281634f6dfd1,40790a4297b4613ae3d984e5851426d3,delivered,2017-11-27T22:35:44.000Z,2017-11-27T22:56:32.000Z,2017-12-11T17:25:07.000Z,2017-12-22T19:49:01.000Z,2017-12-29T00:00:00.000Z
a59e5a3085765eccf13872b4529fba3c,c368fab675f0635bef29b452b5b5cff3,delivered,2017-08-17T01:03:05.000Z,2017-08-18T02:30:28.000Z,2017-08-18T17:12:16.000Z,2017-08-19T15:52:05.000Z,2017-08-30T00:00:00.000Z
08ccf73c206d15fd2668cdb6f32b5e04,1594134c6e1a9a422f7e7a41da116cc1,delivered,2018-01-15T12:50:15.000Z,2018-01-15T12:58:22.000Z,2018-01-17T23:33:20.000Z,2018-01-30T22:51:51.000Z,2018-02-09T00:00:00.000Z
bef875448d5a4f703555d2dd5f8382b5,4a6f6cd7b3fa8d3f9a370adfdad0fa97,canceled,2018-01-23T09:48:56.000Z,2018-01-23T10:20:10.000Z,2018-01-24T21:04:56.000Z,,2018-02-22T00:00:00.000Z
09179a93a7f4f710051cefde1d2f7ceb,fe485abf913542028cce88ddd0abbfb3,delivered,2017-11-09T19:43:34.000Z,2017-11-09T19:55:29.000Z,2017-11-10T22:14:02.000Z,2017-11-22T23:07:38.000Z,2017-12-08T00:00:00.000Z
fa54be41eb7ceaa9e9909bb015372f49,f515f199e6cc8569f3ab0ebf2905b3cc,delivered,2017-12-27T12:36:41.000Z,2017-12-27T12:48:36.000Z,2017-12-27T21:14:21.000Z,2018-01-10T20:10:19.000Z,2018-01-23T00:00:00.000Z
de1f63780a06d4800d094e9875c89ac5,3c664b374699a72e45de3edd4adfd360,delivered,2018-03-10T10:04:03.000Z,2018-03-10T10:15:30.000Z,2018-03-15T00:58:40.000Z,2018-03-21T17:41:58.000Z,2018-04-12T00:00:00.000Z
32cfd413ea0c915a211233c47b4e4de6,a5365057820af88a289d8dba9dd64e5f,delivered,2018-04-20T15:12:47.000Z,2018-04-24T19:04:19.000Z,2018-04-25T00:59:27.000Z,2018-04-30T22:12:31.000Z,2018-05-17T00:00:00.000Z
117c08edcd4cf5c43118fefa4e0dab79,f2b943227eae28a0440b448b53e30a07,delivered,2018-08-08T10:28:00.000Z,2018-08-08T10:45:38.000Z,2018-08-14T16:04:00.000Z,2018-08-22T23:09:40.000Z,2018-09-17T00:00:00.000Z
43bf8ef114cb9b805735d15447abbc94,dc83ffd29dd6cea0fa7b7cca9eeede05,delivered,2018-06-01T21:48:43.000Z,2018-06-01T22:11:02.000Z,2018-06-11T13:49:00.000Z,2018-06-14T21:21:40.000Z,2018-07-20T00:00:00.000Z
66528ad3bb480c8959bb478cc37becdd,ec2c194abaf8d7be12b7f215e2128d0a,delivered,2017-10-04T20:11:47.000Z,2017-10-04T20:28:11.000Z,2017-10-05T20:57:42.000Z,2017-10-09T16:50:11.000Z,2017-10-23T00:00:00.000Z
7267e79548a97a01f870d9554ecbf645,da7e8bf45b833573fe1076e763befd95,delivered,2017-11-28T21:55:46.000Z,2017-12-01T10:31:31.000Z,2017-12-01T22:28:59.000Z,2017-12-18T20:04:13.000Z,2017-12-18T00:00:00.000Z
508692b097f28d849a080d75cfcc2ef1,1173ec1c9a13bf9c879db707701d6f51,delivered,2017-12-06T09:50:08.000Z,2017-12-06T10:13:00.000Z,2017-12-07T20:21:24.000Z,2018-01-05T22:37:06.000Z,2018-01-02T00:00:00.000Z
ccfc23e8a089afcb9b3e98ad1eadb5fc,7517dfb47f94b65d6cfd8b50ee0eaaa4,delivered,2017-09-04T22:55:23.000Z,2017-09-04T23:10:09.000Z,2017-09-06T22:12:50.000Z,2017-09-18T18:43:01.000Z,2017-09-27T00:00:00.000Z
45076151b8ea416cffebd82f5013905d,0b5ba46cf03cfbe33cb831c793b78614,delivered,2018-05-20T16:07:46.000Z,2018-05-21T08:17:38.000Z,2018-05-21T15:10:00.000Z,2018-05-30T18:51:34.000Z,2018-06-08T00:00:00.000Z
a7b8a73bcc7bf3850dc9f4907c5ee6f2,956346db615f7adb9ea991c5e4648c55,delivered,2018-06-18T08:14:02.000Z,2018-06-19T03:36:38.000Z,2018-06-22T16:48:00.000Z,2018-06-29T15:12:38.000Z,2018-07-17T00:00:00.000Z
914b9f8c467264d57ba0df4ee274dd0e,cc5eb0cc159057a89bf808454eab21ca,delivered,2018-01-29T09:34:13.000Z,2018-01-31T13:32:25.000Z,2018-02-03T00:39:41.000Z,2018-02-11T18:03:53.000Z,2018-02-14T00:00:00.000Z
258dc8334fda68e1474385c00298c877,653e79d5d3fa5884c8c8c5d0ca18cdf5,delivered,2017-07-31T15:00:07.000Z,2017-08-02T02:55:30.000Z,2017-08-03T18:03:37.000Z,2017-08-17T18:43:08.000Z,2017-08-22T00:00:00.000Z
fd1ddfeca967b94315642dfe5c7545f7,3a38b933c499fe2100b9b58a272cf9f8,delivered,2017-12-05T22:06:07.000Z,2017-12-07T22:10:32.000Z,2017-12-11T16:58:57.000Z,2018-01-22T13:44:54.000Z,2018-01-03T00:00:00.000Z
a917fd220ca94e02920dba0ceb656a74,b9030b17321f785b2e724542980e9298,delivered,2017-03-15T23:15:28.000Z,2017-03-15T23:15:28.000Z,2017-03-30T14:08:05.000Z,2017-04-03T12:47:47.000Z,2017-04-28T00:00:00.000Z
0c956783114b7ac9633e16c494c191ce,7556392e5dea50250680dc5e7674cc7d,delivered,2018-01-14T20:05:34.000Z,2018-01-14T20:14:25.000Z,2018-01-16T20:03:20.000Z,2018-02-06T01:43:56.000Z,2018-03-02T00:00:00.000Z
ad5538038b65b82a8d6b39d9dafde26d,cf6343c3fa71cf43abe9d4374d8d1f11,delivered,2017-11-25T10:01:43.000Z,2017-11-25T10:14:52.000Z,2017-11-27T22:23:00.000Z,2017-12-01T16:53:00.000Z,2017-12-21T00:00:00.000Z
a0b86c319dde7542c0899dbd2a4905ef,4a042355a0a8443a7025f6826fa90366,delivered,2017-07-30T15:19:43.000Z,2017-07-30T15:35:06.000Z,2017-08-07T15:27:58.000Z,2017-08-15T18:02:58.000Z,2017-08-24T00:00:00.000Z
b882b5c0534fa68c690e739dd788512a,51d40dd22a0e3ba720f812507548acb9,delivered,2017-08-29T23:29:43.000Z,2017-08-31T02:35:48.000Z,2017-08-31T20:44:17.000Z,2017-09-11T20:37:27.000Z,2017-09-20T00:00:00.000Z
c349e9d40b72c145d95e0da04f3e7076,96ff3fba0dd430cf13ed4a811c1291a5,delivered,2018-04-04T09:00:15.000Z,2018-04-04T09:10:16.000Z,2018-04-04T20:05:17.000Z,2018-04-16T19:42:43.000Z,2018-04-23T00:00:00.000Z
8db9d36f54086daa6e0757d6806cca07,38188778b0e63530364a79357c9703d6,delivered,2018-08-09T23:21:52.000Z,2018-08-09T23:35:11.000Z,2018-08-14T16:56:00.000Z,2018-08-22T16:24:25.000Z,2018-08-23T00:00:00.000Z
ba1f6216a5c2428edf225c23708fb2a3,0677c160b8b19e0873a5096b5bdac0a5,delivered,2018-07-31T14:56:12.000Z,2018-07-31T15:44:33.000Z,2018-08-06T15:09:00.000Z,2018-08-09T19:03:08.000Z,2018-08-27T00:00:00.000Z
fe64170e936bc5f6a6a41def260984b9,30cd9604d86792fe87c3b31912998520,delivered,2018-04-28T17:18:07.000Z,2018-04-28T17:33:39.000Z,2018-05-02T14:24:00.000Z,2018-05-03T19:11:31.000Z,2018-05-22T00:00:00.000Z
93551f1b5b26ad94ad36349d4a4ef81d,74d4c2d4ff3efbad79ab4b8c9f1e3675,delivered,2017-07-29T15:07:27.000Z,2017-07-29T15:25:13.000Z,2017-07-31T18:32:44.000Z,2017-08-04T17:34:15.000Z,2017-08-18T00:00:00.000Z
8264f3d37aec1e2076e41b2af5cd23ac,550928a8edc4e99aaf5e530c3e3759ce,delivered,2018-07-30T12:08:05.000Z,2018-07-30T19:31:48.000Z,2018-07-31T14:52:00.000Z,2018-08-03T17:38:51.000Z,2018-08-13T00:00:00.000Z
f3bfd148f6fdc632cf76d4b4e443c34e,133eee4cb72bfa75495f89f416d7aa36,delivered,2017-11-14T16:24:47.000Z,2017-11-15T16:30:36.000Z,2017-11-16T16:08:53.000Z,2017-11-22T22:06:33.000Z,2017-12-07T00:00:00.000Z
fa8eced9ca9993bda37ff154b012998c,e1f370ce20fd1d078f33338c1da89c49,delivered,2018-02-25T11:04:29.000Z,2018-02-26T11:10:03.000Z,2018-02-27T15:28:22.000Z,2018-03-12T22:41:11.000Z,2018-03-22T00:00:00.000Z
a372a7d11ca9ccad9fae880a4a79cbfc,c44d3ca3ce519c558527cf785a72011d,delivered,2018-07-22T21:39:44.000Z,2018-07-23T12:31:44.000Z,2018-07-24T13:11:00.000Z,2018-07-31T16:54:54.000Z,2018-08-20T00:00:00.000Z
ef08f51be577a5bafb5749e93f102591,98b755cc59f5c55c1c131cf354ddbff5,delivered,2017-03-18T12:17:37.000Z,2017-03-18T12:17:37.000Z,2017-03-20T09:06:06.000Z,2017-03-27T12:14:11.000Z,2017-04-10T00:00:00.000Z
a19b1e8a877c19f80257b15207bd186f,02f8e44a560ff53db97e57913234593b,delivered,2017-08-04T22:51:08.000Z,2017-08-04T23:05:26.000Z,2017-08-07T21:14:54.000Z,2017-08-21T10:45:47.000Z,2017-09-01T00:00:00.000Z
b4ef3881b4bce051c6ffcacae8ff12f6,a0b769031a6f66c3f6cc9a799127c120,delivered,2017-11-01T23:32:29.000Z,2017-11-04T04:56:19.000Z,2017-11-06T23:09:37.000Z,2017-11-13T18:13:01.000Z,2017-11-23T00:00:00.000Z
3d3bf2f6415d93b07c9b1fa798a19239,c728a9ca56cbf45a1d9332d0ecb0a409,delivered,2017-07-12T10:35:49.000Z,2017-07-12T10:50:16.000Z,2017-07-13T21:37:37.000Z,2017-07-19T13:41:20.000Z,2017-08-07T00:00:00.000Z
48fe5083b6d757cea683f2f5f35e6703,04128fa0eb7d1b35ff952cfc5a0fa971,delivered,2017-08-27T10:26:05.000Z,2017-08-29T04:26:02.000Z,2017-09-04T19:39:13.000Z,2017-09-05T22:39:45.000Z,2017-09-11T00:00:00.000Z
1a62946a1ba2a18532e900bc385e972f,d16bcf0555e8a602f65c56993ee91b51,delivered,2017-10-21T10:57:12.000Z,2017-10-24T03:15:07.000Z,2017-10-25T19:17:35.000Z,2017-11-08T21:54:51.000Z,2017-11-22T00:00:00.000Z
c101cfbed640cb03705a030acd1153de,b768e81b4204142272b0a8a1d66bb322,delivered,2017-11-24T08:47:09.000Z,2017-11-24T09:51:57.000Z,2017-11-27T18:18:14.000Z,2017-12-12T18:59:06.000Z,2017-12-15T00:00:00.000Z
87362ced3e155e82485e17f95f7f79c6,cdc8a72f10450759bd9aafd76c7a11b5,delivered,2018-03-28T11:29:56.000Z,2018-03-29T03:29:24.000Z,2018-04-04T13:58:55.000Z,2018-04-05T15:07:51.000Z,2018-04-10T00:00:00.000Z
519848aec23e707e7000d416d01c5054,6f7603719ae4f4d0f8be78f8f266bf0a,delivered,2018-04-18T22:51:58.000Z,2018-04-18T23:11:17.000Z,2018-04-19T20:20:43.000Z,2018-04-23T18:24:44.000Z,2018-05-08T00:00:00.000Z
71f344dcca43baaa095dc61c9a998917,2dbe392b39bfc3fc6080a23ca79790bf,delivered,2017-06-28T11:19:15.000Z,2017-06-28T11:30:17.000Z,2017-06-28T16:49:31.000Z,2017-07-04T15:34:36.000Z,2017-07-24T00:00:00.000Z
6c29a1600608d3f50e40bb2543cc32e1,abd4cf567f36e6394e9d06147c4b125c,delivered,2017-09-06T17:38:59.000Z,2017-09-06T17:50:13.000Z,2017-09-12T15:18:42.000Z,2017-09-13T18:07:47.000Z,2017-09-21T00:00:00.000Z
10988ba9421ea800479bf84c9e8ae1a0,bb11a0402a21bc1623466d259f60e763,delivered,2017-12-17T11:32:45.000Z,2017-12-17T11:54:25.000Z,2017-12-18T20:26:26.000Z,2017-12-21T21:09:08.000Z,2018-01-05T00:00:00.000Z
e2a5a9157ae607d38cdb1593f74c0686,f81114079f5dbe4fd576d9f5a0c243fc,unavailable,2017-11-24T13:40:14.000Z,2017-11-24T16:16:30.000Z,,,2017-12-13T00:00:00.000Z
fad1f2027ab155751ea0746b70f81921,a22d55a6ebd23e2239a3bc5de97c7036,delivered,2018-08-04T18:43:08.000Z,2018-08-04T18:55:19.000Z,2018-08-08T06:26:00.000Z,2018-08-13T19:41:33.000Z,2018-08-16T00:00:00.000Z
1d41ac5f5e6002b984d0c8609f0019e3,4126088d17550e0903988d5f07b65e9f,delivered,2018-04-01T11:08:04.000Z,2018-04-01T11:50:16.000Z,2018-04-05T21:18:40.000Z,2018-04-16T19:08:52.000Z,2018-05-02T00:00:00.000Z
ed6f828ab9f3f7383d3ba2115000bf34,003b595c764773e20e0949b6fba7b1dc,delivered,2018-04-14T08:18:05.000Z,2018-04-17T04:11:44.000Z,2018-04-23T15:56:48.000Z,2018-05-03T16:57:41.000Z,2018-05-09T00:00:00.000Z
00685d31ae12e47470ba5c18ba74f22c,eac2fb60d3f12675772fa03f9d8f8ddb,delivered,2017-08-27T21:41:16.000Z,2017-08-27T21:55:16.000Z,2017-08-29T19:46:04.000Z,2017-10-04T10:08:13.000Z,2017-09-26T00:00:00.000Z
a8017b769d03b3474d5869b0dacf5f7a,5c6008b96b0de7d864aeaeb2a2333a7b,delivered,2017-08-04T20:52:20.000Z,2017-08-04T21:05:14.000Z,2017-08-07T17:22:44.000Z,2017-08-16T17:07:50.000Z,2017-08-30T00:00:00.000Z
1315d21afe8cc17fff429dac7ed6370f,3366fb066ed37d6ed3d2156d0cf1af20,delivered,2018-08-03T18:18:35.000Z,2018-08-07T06:10:21.000Z,2018-08-07T12:56:00.000Z,2018-08-17T22:11:17.000Z,2018-09-05T00:00:00.000Z
08ea65e91550ee222548404d16eb06b4,10991df83f792039271d758081a2aca8,unavailable,2017-11-14T23:59:15.000Z,2017-11-17T04:15:38.000Z,,,2017-12-04T00:00:00.000Z
9cdcfc512d810430e601a06d02c4548b,d2a307d92e456ada14150c970f469652,delivered,2017-08-23T11:00:34.000Z,2017-08-23T11:10:22.000Z,2017-08-23T20:56:36.000Z,2017-08-24T15:43:58.000Z,2017-09-05T00:00:00.000Z
62d3261f3aa7517f7d03885db3ea7a97,ead07f22e441e8d3ae62485b2e760a56,delivered,2017-12-14T11:06:55.000Z,2017-12-14T11:18:27.000Z,2017-12-18T23:08:46.000Z,2017-12-22T20:28:36.000Z,2018-01-09T00:00:00.000Z
221b863362f9e6ec4ec0a4f08608a69b,a317108e17ac2499f40ad853aa533810,delivered,2018-04-27T22:30:19.000Z,2018-05-01T05:54:26.000Z,2018-05-02T14:05:00.000Z,2018-05-09T20:40:52.000Z,2018-05-21T00:00:00.000Z
a0ac0049119c70e88509f0c8e30564e8,b62f3146b3166158dcb3e9c1f54f5dc2,delivered,2018-07-19T11:22:55.000Z,2018-07-20T05:03:21.000Z,2018-07-25T14:29:00.000Z,2018-07-27T12:31:39.000Z,2018-08-06T00:00:00.000Z
07f18be24ff2d6a39b166d2fce1bc2b3,ec4fa69a3e15387b7581db26490adfb1,delivered,2018-05-12T21:43:21.000Z,2018-05-12T21:56:37.000Z,2018-05-14T14:05:00.000Z,2018-05-24T18:08:36.000Z,2018-06-01T00:00:00.000Z
067546963d2dc6275eb550df0482c460,a08ac24c7188aae96f09570ffde66b40,delivered,2018-02-11T23:26:19.000Z,2018-02-15T03:56:07.000Z,2018-02-16T22:22:59.000Z,2018-03-01T20:37:08.000Z,2018-03-09T00:00:00.000Z
5a43808d42753320e279399cef4c3282,f6833ccf30c2be3236ddb14118c44f5f,delivered,2017-08-14T10:00:45.000Z,2017-08-15T03:30:44.000Z,2017-08-16T20:13:28.000Z,2017-08-23T18:03:22.000Z,2017-09-05T00:00:00.000Z
3a1bb0dc36e0f0989d1482a7c1947de9,fd27500b625c69162f90013679981a27,delivered,2018-07-13T13:14:25.000Z,2018-07-13T13:25:11.000Z,2018-07-13T15:11:00.000Z,2018-07-20T23:19:43.000Z,2018-08-13T00:00:00.000Z
495f52185fa8f606de522839d428f3c9,77104608a51ca163093b261e44fc8cd3,delivered,2018-08-01T14:36:25.000Z,2018-08-01T14:50:12.000Z,2018-08-07T16:16:00.000Z,2018-08-17T00:36:26.000Z,2018-08-28T00:00:00.000Z
29fa86aa1da2b73d79e91729062e5af8,b4dcf54049cbb1e84bf9600d74ce8615,delivered,2018-01-25T18:43:52.000Z,2018-01-25T18:58:52.000Z,2018-01-26T18:37:06.000Z,2018-02-20T20:19:21.000Z,2018-03-01T00:00:00.000Z
0d85f60a7eb6eff92a2c8363050cc7b2,abb2c6c3156823bffa1f8100bc9d5b34,delivered,2017-12-05T15:01:00.000Z,2017-12-05T15:31:00.000Z,2018-01-15T23:22:27.000Z,2018-01-23T10:48:59.000Z,2018-01-18T00:00:00.000Z
14adaa967c795bb74d70ae4eafad8d3c,6f2f081626148a2af2c76cf5f3ee4967,delivered,2017-11-14T04:44:25.000Z,2017-11-15T02:35:55.000Z,2017-11-16T21:46:53.000Z,2017-11-28T14:49:37.000Z,2017-12-11T00:00:00.000Z
3ffe9f020ed3983733cae2d4b581c27d,f09e467898a1ce7d11004949dd8cea8d,delivered,2017-03-02T10:40:35.000Z,2017-03-02T10:50:08.000Z,2017-03-02T22:07:57.000Z,2017-03-13T15:42:04.000Z,2017-03-23T00:00:00.000Z
660184ce8221d07e9acefb645947f761,97eddfe034d3d76faa6fff135c19c46f,delivered,2018-05-05T23:05:53.000Z,2018-05-05T23:15:14.000Z,2018-05-07T14:26:00.000Z,2018-05-09T15:33:43.000Z,2018-05-24T00:00:00.000Z
e1ae83c728cb5ab4352082e5509056ff,ad5f5cd6d22881b872713a934ee9ef28,delivered,2018-08-19T13:23:43.000Z,2018-08-20T15:50:08.000Z,2018-08-21T12:27:00.000Z,2018-08-23T21:51:18.000Z,2018-09-10T00:00:00.000Z
ba0c31bce46860bc1f8929c262bbc0eb,6caba46577c6a3cc83c23a314ded4c92,delivered,2017-05-14T14:37:51.000Z,2017-05-14T14:50:09.000Z,2017-05-15T11:36:14.000Z,2017-05-16T08:47:33.000Z,2017-05-24T00:00:00.000Z
28bc142035cc9a8ee9aa0288221ee056,e0928cc529468dafa064634aa8de9756,delivered,2017-09-26T14:04:17.000Z,2017-09-26T14:25:42.000Z,2017-09-27T19:58:04.000Z,2017-10-02T13:12:43.000Z,2017-10-18T00:00:00.000Z
08bf75dcf867b9f13026785053e87052,f78e8d1d24e5a4f1b1219e6ae1416aca,delivered,2017-08-15T07:55:36.000Z,2017-08-15T08:05:24.000Z,2017-08-18T20:42:58.000Z,2017-08-31T16:59:59.000Z,2017-09-08T00:00:00.000Z
8dce53ad5166f6c592b532a4cd4e2aa7,b211cd56ba82a551739992c41f858f1b,delivered,2017-07-05T22:22:52.000Z,2017-07-05T22:35:09.000Z,2017-07-07T18:35:37.000Z,2017-07-12T21:26:36.000Z,2017-07-25T00:00:00.000Z
1c6f522187684a43d8e63af5fa10ef9d,e45c89d18c5c4e8a85e2e2d38f32f66b,delivered,2017-07-04T10:33:53.000Z,2017-07-04T10:45:18.000Z,2017-07-04T16:05:05.000Z,2017-07-14T15:55:14.000Z,2017-07-28T00:00:00.000Z
0c28b673ceff9e07c5de4539bb0d4ed2,bc11dc645f9b9b92ae2581fc582cff93,delivered,2018-01-22T15:13:40.000Z,2018-01-22T15:38:09.000Z,2018-01-26T21:58:06.000Z,2018-01-30T16:33:56.000Z,2018-02-19T00:00:00.000Z
27f190f6efe898d203f09dacc0d5e6cf,1a7dd5dcad819da555d5d310e108fd90,delivered,2017-10-23T08:43:23.000Z,2017-10-24T03:49:51.000Z,2017-10-27T18:11:58.000Z,2017-11-08T17:17:25.000Z,2017-11-23T00:00:00.000Z
d86c683d3790be2beffa016e4140940d,eb71623aa4cc35bc122f26ebe26e9620,delivered,2018-01-22T17:08:00.000Z,2018-01-24T02:37:25.000Z,2018-01-31T00:21:15.000Z,2018-03-29T22:22:04.000Z,2018-02-14T00:00:00.000Z
