product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
95e18e6f72e096de84ad972456780aa0,beleza_saude,49,166,1,325,25,10,13
cb57afec681197430ddab41d90304aba,esporte_lazer,55,416,1,400,22,5,20
0751d46ff778c72973f67da627093303,relogios_presentes,57,623,2,317,18,13,14
03df27817e9494be978b56cc083a0beb,telefonia,58,607,3,200,19,4,11
1f180c96859564dd5857185f5914d2c7,cama_mesa_banho,60,189,1,1900,36,7,29
5d42919d908b17ec1848699d89e2bace,bebes,58,1515,1,8300,20,30,82
9aedf557945e816d48539ee56293f860,pcs,55,3610,4,2400,16,31,39
80e9d618cc71f5eed806b81bd62c38e4,utilidades_domesticas,60,494,2,5100,36,16,46
62a6991adbb1e60f5c03a77fae5568ff,automotivo,58,892,1,3350,35,20,20
90ef6790cfc145cf45f9c476d1f47af0,papelaria,49,241,3,6100,60,20,29
d10fd5adeab7535975993cbc2ce64b56,beleza_saude,50,928,1,738,17,19,15
5302215c46b3b1e3824060964c170159,esporte_lazer,30,211,1,1200,51,18,20
c0874e1265b2428abc4d213e9fa6beb3,beleza_saude,47,770,1,300,19,12,13
f7fb8cbbcb9cd35f6fc536c77ae02ebe,cama_mesa_banho,59,277,1,2000,45,15,35
b047c3de5919c05d6aa9e3ba5494b993,relogios_presentes,42,712,1,350,16,12,11
7855801875dac05bda454284be8be7db,utilidades_domesticas,58,1854,1,3500,36,30,32
2b5c35cbb60bd98cf07a4cd51e95783e,climatizacao,51,553,1,500,19,16,16
05cf9ac595f28386ee763c98cbc2bad0,,,,,150,20,3,13
12a8571feabc765bfe057c37217daf75,cama_mesa_banho,56,390,1,1983,29,49,58
33bd5538a16d23f0a39da1c9bfd20980,casa_conforto,52,181,1,2200,54,9,28
26cdd235bfb9ce27858057fad1a52e3b,esporte_lazer,54,794,1,10750,30,20,30
81310f3abbc71bf476f866abfa353df9,eletronicos,49,415,3,389,20,14,20
4ce81153410b379f2ccab68653ca5fe4,moveis_decoracao,32,297,1,400,53,15,53
055b53c58f373d53438cefb346ffcbbf,ferramentas_jardim,41,313,1,6050,75,25,25
db638cd0a90d624a723f17ff5c018f7b,automotivo,58,651,5,4200,78,4,47
88d79d63d20f4183d9ed1144cff05d8e,beleza_saude,44,1165,1,250,16,15,11
04808b9886b62b9c06b4c433e420dfbf,livros_tecnicos,33,918,1,500,23,3,16
7edd6cf84eed8d7a3b63543734fb1249,papelaria,42,456,1,750,16,20,35
61919b39651acb61ec24307ed8b9502d,telefonia,59,717,1,250,17,4,16
4310ea4cadd7d41398ba376aa7383f82,automotivo,30,707,1,633,20,20,16
42ebb92b7f9bb084077e921ee7e40199,esporte_lazer,59,432,6,300,30,5,11
21cba128dedfe6bf04bfde715aef5355,fashion_bolsas_e_acessorios,59,497,6,200,16,9,11
c8a8b80300a9dfba535a8d575b01c977,moveis_decoracao,60,241,2,2300,45,15,35
4e7814c736cac58bdcd4423ed76ca68a,fashion_calcados,58,404,4,1500,20,15,35
48abab76a7346e27ed907fed3f388483,utilidades_domesticas,42,711,1,4900,25,60,25
a9bee48e0a7a18e54e069c38a97e8b6c,utilidades_domesticas,28,264,2,400,30,4,17
213e2ce140e9d3ed98d1a89b6cbca7c3,automotivo,27,496,1,1933,28,13,14
ccf4d6714c4e1c7ea8cf2783aa0373b5,eletronicos,60,172,1,200,16,6,14
90f83991bae254d0fd02bdddaa20b340,moveis_decoracao,59,241,1,1400,40,10,34
09ff539a621711667c43eba6a3bd8466,bebes,60,865,3,,,,
2d5fe303346a3a5650b3b115dbb4b699,utilidades_domesticas,46,588,3,5500,60,12,38
5688e01178de72fdee95d7d456d387fd,informatica_acessorios,59,215,2,150,16,8,11
60ee9861f35c13d4a3a2bc10e86bb05b,beleza_saude,58,611,2,1567,35,25,28
0db608cb372db7e5f00b9f8c572b6ff6,cool_stuff,59,2067,1,2300,33,44,19
3f37f32e535d54ae9b3c1cf62aa76c43,cama_mesa_banho,55,624,2,450,45,5,37
582c166bb305eb330d28695a084720c1,moveis_decoracao,51,520,6,11750,53,42,38
54a0f3e8ca45ad0d439759eda20c864d,telefonia,59,2989,6,250,16,16,16
be93f4f9930c70a83456e2c9cb408a85,consoles_games,50,300,2,200,17,2,12
5066fb9bf2b3db42c59f2f7732387249,,,,,380,16,4,11
efefc6ae386eed5b7286cdae6168d55b,bebes,46,414,1,300,16,3,18
c0d6c8a21420b7d6641cc0582af7203e,cama_mesa_banho,60,709,2,850,32,5,30
2bc88b31190908684ebece09e5358592,cool_stuff,40,2066,1,1650,33,44,19
285c450e91b164b1586e1441413fbba5,automotivo,27,59,3,200,16,12,16
407e01944d78001dbd21da4c2059b8dc,telefonia,51,1570,1,300,16,4,11
987a74846f2e12df204ceae9e59953fc,pet_shop,36,369,1,8675,50,29,51
846145e9b8d412bd1c9bb478a52ab4a0,cool_stuff,55,444,2,200,16,8,14
199f076c011ea5e8b546bff05d4f2477,moveis_decoracao,47,616,3,1300,105,15,15
5f141d2c6058727659960a250aa940f6,sinalizacao_e_seguranca,52,2082,8,1100,33,13,20
0b8750fa58fefe42cf03a9e2e4b8fce6,relogios_presentes,44,564,1,350,22,14,27
f11d6bc6c73bf0326ae129cb88ca04c4,brinquedos,51,960,1,300,17,6,17
6b5e28354ababa66e691a8072681427c,telefonia,39,951,1,300,15,16,18
518ef5de2c2b3a255e326a4594ba15d9,cama_mesa_banho,27,329,2,800,36,8,16
f5287cac0d71b68c9cbf57fe0e19181e,automotivo,49,199,1,2800,95,7,33
da37b504ecf6099b4f8af452ebdab0cc,bebes,39,1285,2,8200,40,35,35
c47d256557f7fa30144ecea5722eebc2,papelaria,59,307,2,8350,38,30,28
2d80845a6f78e68221e4965655a9a9b8,eletrodomesticos,54,192,1,150,27,13,17
94c07760f470ab9997f27d0129682eb3,,,,,450,16,20,11
86332b1229c41aeb4ab9d85472de3ed9,cama_mesa_banho,59,1841,1,2350,28,10,28
09df4169c3678074ca16ab1941cfd1dc,cama_mesa_banho,58,188,1,1400,44,2,35
01aace6e8152ecaf9eb47678521069c6,informatica_acessorios,60,399,3,475,19,5,15
79b34bfd104ba0110090a32b86572944,papelaria,30,672,1,1050,30,30,30
562cc818d2fced5e90afc6c220636bff,instrumentos_musicais,33,487,3,3250,66,17,36
9f7b48e2d4e4d7375f71a10791faa1b8,cama_mesa_banho,42,507,4,2050,50,10,40
ca4fe13c336a5399a892b4afabb17abb,alimentos_bebidas,54,314,1,1650,24,24,24
9bc56dc1c13a3dd110faa962cabf1531,casa_conforto,58,217,3,950,30,20,30
efcef300fe9b2c558a8ea258127f6e6f,pet_shop,43,480,1,7300,25,25,25
0d95dd6703959afe6f64c7ebd49bd9e9,papelaria,51,261,1,1250,16,39,37
0c96091f6f20b1d2c946a933370782a4,esporte_lazer,48,683,1,200,20,4,15
de5dafaae0182647bb67d4b81b37f36f,brinquedos,42,571,4,4735,39,43,36
8eddc081294df4f0672aedec8a5b249c,utilidades_domesticas,59,933,5,1700,31,27,31
7046a5632fbe7baa273b14b3253e1547,eletronicos,57,2672,5,3300,55,7,20
ed61f9d2b8837c3aeebb563b7305ef78,cama_mesa_banho,59,301,1,3500,40,12,40
e379ed3f57a2c6e994258ffda975ce15,cama_mesa_banho,58,298,1,2600,33,7,39
1f8aad0f80f6d061b4d09e538ad496d7,brinquedos,24,155,1,500,28,4,14
f605c14485b0c4f34011ee7658887ef1,beleza_saude,52,455,1,550,16,16,16
3caecc43ae4ff35c714a4e9a92964402,utilidades_domesticas,59,2011,5,1250,35,20,20
1a0ef485e35802dd1d23ab5446cac458,cine_foto,56,1451,1,1540,47,19,19
2b921487aa886033e98b636be91f01bb,consoles_games,40,786,1,200,20,3,18
b736ba4727efeae1f506172be7e39905,fashion_bolsas_e_acessorios,56,187,3,100,16,2,11
4af2ea2d968b3ad848b4f98ac7795fa7,telefonia,60,818,4,350,17,4,12
1c5b28beb34835f960261f45ba22a136,perfumaria,47,609,1,600,30,10,30
c88c6b94ef95d151a4c6043e26feae65,utilidades_domesticas,54,705,1,250,18,9,12
8191994b4b3b86f1a4164ec05253fe86,perfumaria,37,587,1,200,16,12,20
51218a8d006d67354e44e530d57f9a20,esporte_lazer,23,211,1,950,24,14,32
09a37f198e0277139a41558113e4ca9b,instrumentos_musicais,55,684,1,950,22,9,57
ba18adc40ca44b32fa25f2dd031e1d6c,eletronicos,50,585,2,183,17,7,12
804a1a0d5ac09246cf0d527bbd4c5aa3,artes,34,137,1,250,20,8,11
d76b0c7f80641d892f4e650e74e4c120,beleza_saude,49,1245,3,1150,50,10,15
0c4e43e25f781898363a83f9a7390ebb,informatica_acessorios,47,1991,3,484,18,11,15
348ea09800ea8b415f488cef882bb755,fashion_roupa_masculina,31,712,2,750,20,20,20
c615ac0ef96d723029051d29d7cd2d16,beleza_saude,57,1479,1,100,30,12,16
659ad89a496494282d5dc1af1428c582,cama_mesa_banho,52,444,2,950,50,16,16
1d1fc8a85e598b6b83a558fbd354443d,instrumentos_musicais,55,197,1,6575,39,24,34
45c4df3befb383b0102121f980c20f82,instrumentos_musicais,53,964,4,3300,44,10,32
d0865f170f84c0af4a08bf9298ee83e5,beleza_saude,45,1967,3,650,27,4,11
0f2d139d3c1f8d504bea138f27a2fad0,brinquedos,59,801,8,2150,37,44,30
1528d0673079ce2d79d29753b800d76e,beleza_saude,58,790,4,800,20,7,20
a4ae122069f05f8ac775375a4f00a907,telefonia,42,318,1,100,19,3,11
11b2b219c6995bd51ac7973c2b352a0d,cama_mesa_banho,59,679,1,1250,19,17,22
e41e130eb1fdd3eb4906ccf2ade8a86a,brinquedos,42,223,1,600,45,15,35
393564b0bcdda0d8c4ada9d780ebcebe,cama_mesa_banho,53,290,3,1800,44,16,34
e4db070498b75e666a0736eb2f0abcd4,fashion_bolsas_e_acessorios,28,293,1,150,16,15,15
e933ff96119efc4dd8bdd1b71e73f60c,moveis_decoracao,53,1263,1,1600,54,8,20
ff81cd23251a357a120054397a01849f,cool_stuff,54,268,4,700,34,10,27
69898c1a5e170da88769a92f466dac8f,telefonia,44,233,3,200,25,5,16
b09cd20111b8c27705b617c3b5af7608,cama_mesa_banho,59,497,2,1100,50,11,11
06f0e85c7892d5df893f332706340af1,papelaria,57,301,3,9850,30,19,60
53466539c80d0960583e3d74d250ae38,pet_shop,35,396,1,250,23,13,21
6f66ef344e1db8560c3d036ee214f355,utilidades_domesticas,27,374,4,2100,50,4,35
8c1a5e441246c7e3cd415ea468c4cc3e,construcao_ferramentas_jardim,52,1160,1,550,16,16,16
aecb90cb7f3c1fd62e50a51ce73659f3,informatica_acessorios,32,483,1,800,28,18,23
af71eaa0649e29ecc95cf394f03f76be,utilidades_domesticas,50,354,1,1800,30,20,30
8f3a1c2358138bedfb98645db449110c,relogios_presentes,50,584,2,297,18,11,18
05649d71cdf7d7ec2bbd7a717179de0f,beleza_saude,58,482,4,350,25,15,15
13b6735a82ec831943957f19fe66f71e,cama_mesa_banho,58,301,1,1500,38,8,28
3a002b488f85e2b30838e413c9241f18,utilidades_domesticas,38,1016,1,400,25,15,20
313b2b462b7ebd82e290eb54b10e8a69,papelaria,56,684,3,500,28,32,20
4fcc9ea45483a04bc0b5d63622108272,consoles_games,48,2503,6,5483,33,31,40
2da8e82c3ddd9c8f784930f7d2db4d34,eletrodomesticos,55,71,1,30000,61,15,50
3cd567828508afb8dc38c1eaa13df9ac,utilidades_domesticas,42,506,1,550,16,26,11
72bf8fd8b4596a7fa2c2cfab031204ed,moveis_decoracao,33,650,2,200,19,10,16
56795cce4b5c45ae4bb68caccbcb76d1,beleza_saude,28,515,1,250,16,16,11
2d000576ada7098440d09be3e8b6ff5d,informatica_acessorios,33,146,2,700,30,20,30
2734390ee304b0f4817b3c233094fc16,instrumentos_musicais,59,2367,3,16200,55,40,40
9138555a5066b7f16bf15e75c7db067c,construcao_ferramentas_iluminacao,57,919,6,540,16,27,16
3a78f64aac654298e4b9aff32fc21818,,,,,4300,30,10,48
99b4596b82b6f75d453160c9c75e01f4,artigos_de_festas,36,378,1,1550,23,17,18
375478581c97832540b9209722a32058,bebes,60,566,1,17600,65,36,45
7567d226ff0be3edcfca0124da0ca3f5,papelaria,59,697,5,100,20,8,15
817a6779721af586b76778eb4fdf98da,moveis_decoracao,61,157,9,3450,41,15,25
5cb1a29179d1883d7ab5424629fe67aa,moveis_decoracao,37,594,3,1100,103,6,20
07c055536ebf10dfbb6c6db6dbfc36e5,moveis_decoracao,59,473,1,600,30,3,20
69af60118aac736afed734810bd88424,esporte_lazer,56,611,4,1200,35,15,15
05216a143a65ab59fc48fb996e7c12d7,fashion_bolsas_e_acessorios,53,353,1,200,16,2,11
89571bdf5db85184c4e877bf9dfaf92d,automotivo,60,1309,1,1300,16,30,12
f5b42cb359c4fe66e9e90f93dc97e516,beleza_saude,53,654,2,450,19,11,13
723f08b94cabe91ad292a3084725903b,fashion_bolsas_e_acessorios,35,385,1,50,17,3,12
2d1d20d3c91d3940c6079a3bad529402,perfumaria,56,2133,1,150,22,18,17
fde7de6bf5508a0001da45dbe6c80b22,utilidades_domesticas,44,242,3,900,25,15,15
c9fbc1aa8e59ad7525f82fd8a5cb2337,informatica_acessorios,40,2206,2,749,25,13,24
0ce1e35bdc6af7e582e7ef9363e29b5b,telefonia,57,607,1,100,16,11,9
951e2998189b05082eab2080036b135b,telefonia,59,734,3,350,17,4,12
6d7d853286dac8449c42146f8ce5dedf,esporte_lazer,35,421,2,150,45,10,11
6b81a5e5e578171e2f5d691e3cba9be5,informatica_acessorios,46,741,1,150,17,9,13
77745dd9f1224c72a2ef931ded7a0bb7,moveis_decoracao,51,1988,3,2250,65,8,45
926e66aed471a4345d1c8d70b60c1874,esporte_lazer,57,1750,4,277,17,11,13
9d4ba0f6da482eab474c47de79c2afcc,informatica_acessorios,58,1484,5,1700,54,6,23
9f6b6b828b980352cbd59ff7a03a7277,cama_mesa_banho,53,210,1,675,35,20,35
817880704f1fcf911b4342385f701fc1,beleza_saude,53,1828,2,650,28,11,15
03d7ad0ce97624c931b3abde02b5d819,perfumaria,48,259,1,249,19,13,15
1ab301df9ab26fc25842366a7c68fb96,papelaria,51,404,4,1400,35,46,31
b584de1994f604fa7dfd0b6b9c6c1b99,esporte_lazer,55,2361,1,150,16,2,11
3db5b7214a98ceddbe12ed6c0d3d04b2,informatica_acessorios,49,1830,1,6200,23,12,15
8ca6ebfd6293a5b03f104d27c4945718,beleza_saude,47,1290,1,1200,25,12,19
a81fc5e66120ebdb295873f74a45c5b7,cama_mesa_banho,49,528,2,2350,33,8,33
8fe6ecd5b3782f101ac483a1f26946f2,beleza_saude,28,913,1,1300,16,11,11
ba17f75fc8d843241e6ebb54c5077fc5,papelaria,59,580,4,725,40,13,40
d7db906531fe298de06721345a86828e,relogios_presentes,50,521,1,342,18,12,12
b49315bbc5fe119fafd17c53f573bfae,construcao_ferramentas_construcao,53,878,1,150,19,5,25
3c12d600fecb7aab3c4e4cd7755f1de3,automotivo,48,925,2,5100,65,25,25
c8abdbe349a97073e7aebc795be55bd8,esporte_lazer,59,1569,3,2150,105,15,15
ac6c3623068f30de03045865e4e10089,ferramentas_jardim,59,409,1,3750,35,40,30
39bb2f298480bb8f763c1729a4db03cb,cama_mesa_banho,60,1220,1,300,20,7,16
9abef3ac1829af69f004c3dcbba958d9,esporte_lazer,46,1283,1,2200,20,20,20
879089af9bd91cf72a7154b3be3e1074,esporte_lazer,56,752,2,200,16,10,11
f49f01161658f6dac1132f4dcac4b2b9,brinquedos,42,1058,1,600,28,6,20
5ac4f7986643a944501c66a2257bdd73,moveis_decoracao,45,920,1,600,17,17,17
b31b3d9e4c6ad3265d8f77f243e3f0d9,casa_conforto,43,284,1,200,16,16,16
7adb171e34892acd7b24bcd0c841e221,perfumaria,60,640,1,475,23,9,15
97194fdae68fa163b7cc5c02bfedbf16,bebes,51,1202,4,30000,81,50,50
5a6b04657a4c5ee34285d1e4619a96b4,beleza_saude,34,1036,1,1000,16,16,16
e87093a08e761c9fbf7dd461227f66c1,cama_mesa_banho,57,171,1,1100,35,15,25
b10d71016458b5278240f4ff330f5d3a,eletrodomesticos,59,161,1,150,18,8,13
45d632f44d8cf0d14da29f0bb204524c,moveis_decoracao,22,1730,2,1000,16,31,16
918f54d64e36db4f2560c49199e64e12,informatica_acessorios,60,335,1,150,16,8,11
8d2ed4fec68ea93ec092cbab0e1a92b5,,,,,200,16,5,15
907539b8216ca1250e5e974b4047699d,relogios_presentes,60,862,6,500,16,2,11
730e0343a68b7cebc35ad4d14cf9f7af,automotivo,59,1180,2,150,16,5,11
aeb383f37bb53452cce26e3da03a6d80,esporte_lazer,57,610,4,650,16,16,16
555fb1933a0229450e7c01860a394dd4,telefonia,59,777,6,350,17,4,12
6d6b0f6705c1acf1128ecf19d57d5444,cool_stuff,63,253,7,50,16,5,11
9648b0bf87f29f78dd9fcbfe58d0e6a6,brinquedos,53,882,1,6300,30,30,30
0dbda89985ac97cc36d9239d67a1172b,informatica_acessorios,59,401,5,4800,18,26,19
5bd7e57735a44e529bf066fee83a9c60,cama_mesa_banho,56,684,1,1250,19,17,23
827be1443393caa95c4a035b2f4f74b5,fashion_bolsas_e_acessorios,40,802,6,100,16,18,12
102cdda7fcf3cb71b5f9d6d2a3e56b58,perfumaria,50,1504,2,700,20,20,20
2cd21984c5d25eacc22b5b6d9e6396e3,relogios_presentes,47,481,1,283,17,10,12
b0645512783cc56c9510f08e90a40ede,,,,,300,20,5,25
5a6e53c3b4e8684b13388d6aa4afdf12,utilidades_domesticas,45,176,2,200,19,9,12
cdc67f292e1e8ca492ec7b16ab5bf299,cama_mesa_banho,55,117,2,800,60,8,60
987639aa04642e107c6781b619539a9e,fashion_roupa_masculina,31,322,1,1000,20,20,20
ee97db3ef647a016f3bb7376f8a3ffcd,utilidades_domesticas,58,832,4,200,18,8,14
d4e4531d0c111ac55f30c23fdc69ed77,ferramentas_jardim,51,501,2,650,30,10,12
7b25acee1c4b91200a7e8e31bb977a06,utilidades_domesticas,50,1318,1,1675,35,16,35
9da44726bd1515c649cee56a272795e4,beleza_saude,46,803,1,250,22,3,15
250d000589d1bb22d6ec81449f05cf20,telefonia,60,770,2,55,25,10,15
347b87eae9fc537319fceb5bf22d22fe,beleza_saude,59,651,1,150,23,7,12
bb5270be574487250ba3c3b742caa6e0,malas_acessorios,60,2071,6,1150,20,20,20
3adf46dbf0aa2bcca9d6fc85e4e7c339,informatica_acessorios,38,583,1,150,23,14,14
ee8b16196604ed47b34b094351ce68e2,bebes,47,235,2,9400,75,15,50
3150c2690393e7ea7c2b3acf2479ec8c,bebes,51,1321,4,27067,37,77,52
9cc29fd22ea5b1a3e7f95ba41ae039c5,cama_mesa_banho,56,355,1,700,60,8,50
3795823a832215210d81bb4f8fafc95b,informatica_acessorios,24,718,2,200,41,2,29
7e34dea6bf1b26c294d48bfc3fa41d9e,fashion_underwear_e_moda_praia,63,3140,11,400,16,5,11
fc5c33cddd49638580cfe9fec90aa943,bebes,16,978,1,300,16,8,11
26a5c56121a055cfa75ae4f9e324c024,automotivo,56,199,2,75,16,15,15
189e539d996a9b8ba4bba1a140a024a7,beleza_saude,59,763,2,300,20,10,15
c4e8d6b4c4915e1e596379c68c4391dd,moveis_escritorio,40,1152,1,7900,35,52,34
c348450d15a924d32e7f9b0dd91ca938,bebes,55,715,3,300,18,24,20
ebcf9e2edf1b5ef61117102401561d4a,telefonia,42,329,1,150,16,4,13
2ccd049c8e7ea210e079a1aa8ad92477,papelaria,54,218,3,6900,28,55,37
0e35a413d832e63c5d46101b7c88de0f,moveis_decoracao,32,165,1,400,32,5,22
2a714dc40b27bbd0887215ed0cdc3bbe,eletronicos,57,2060,2,3250,70,10,25
ef60db8b2f868e7a61e59d80cdfebf6f,eletrodomesticos,60,156,3,1000,35,46,35
b6598804d396176951c83354974eea81,utilidades_domesticas,46,366,1,600,19,17,18
24f9bc76d458867944921094745b5473,papelaria,58,322,3,600,25,7,24
e9d5d95031539a8b32c057e158db4977,brinquedos,39,759,4,389,27,33,28
ee87cb643157a8d2ac8298461517533b,moveis_cozinha_area_de_servico_jantar_e_jardim,30,580,4,3400,85,8,26
a0425426bd812474106a782b2979e310,esporte_lazer,57,1417,3,950,35,14,15
d41a23bd2bc3ec10cfffc66c0611a290,moveis_decoracao,56,297,2,1000,100,5,20
241a1ffc9cf969b27de6e72301020268,automotivo,48,260,2,400,16,4,11
09b0d15a8cc9a84e7af7e0225f67dc45,moveis_decoracao,52,252,1,1400,20,20,20
29b65c78c1d8d70da25c6a553e1bfdb1,perfumaria,59,402,1,350,16,16,16
43f911ac50adc19a96cd523ade4e7cca,beleza_saude,58,963,1,1617,19,15,18
27274145782d0048827cb28b7786323b,portateis_casa_forno_e_cafe,50,2626,6,5217,48,36,16
85df978207ed4024ea16570dbb64fd6e,cool_stuff,33,385,2,100,20,6,15
