product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
acffe5d7cd56e6b564cf6841486644ff,beleza_saude,58,356,1,200,19,4,11
1ac94144a305b4bc370804ca0d290490,beleza_saude,53,389,3,100,16,3,12
856b55eef75569bf5ec655e857bf84f7,beleza_saude,57,1186,5,550,29,7,22
83ad269665a5be4f1e69a2f13ab39553,pet_shop,34,791,2,900,31,19,22
0728762c24ff18a068967202e803eb07,bebidas,51,2853,1,1300,24,24,24
0c8ff033bfaf9bd1d24ab20a8ea2914e,cama_mesa_banho,47,365,1,2750,45,8,39
cf36ff4eff95a0e88ade26f685c1f8a1,moveis_decoracao,49,598,2,500,80,20,20
095cb863f2b04911455ad33f5177062e,livros_interesse_geral,48,1140,1,1000,16,24,16
19502a282608c5627fb32e22724727fc,brinquedos,47,181,1,11650,55,30,30
e3ace35fe59021565fa9989acfdf8f3a,moveis_decoracao,28,196,2,1000,35,25,25
914a1be6110e7ce3289dbf55ec0d9704,cool_stuff,58,989,1,2050,42,25,15
1ecaa47c3ade7f098ca5dd97e8dcb018,telefonia,54,653,1,150,19,3,11
3308e7337d30a51ac18fa4e9e72b310c,telefonia,58,785,5,350,17,4,12
ba9a847a2c023953743ba9e5ef6c88c6,eletrodomesticos,39,229,1,200,26,15,35
da2fa693964fb1caddb581348b7b592c,construcao_ferramentas_iluminacao,52,210,1,7150,53,26,53
1a6bdef0156314f8f852fe58564a31cb,moveis_decoracao,31,1330,1,100,40,2,30
a6b9a1c0a432a6c03bde26488dd46845,esporte_lazer,55,791,1,5750,33,15,18
78680f078476e5a28ec2c145ee75347a,cool_stuff,54,822,1,1100,30,12,16
6d15ca3157a742ef1911e16ab7b180b4,cama_mesa_banho,50,505,1,1000,34,5,26
02a93c4e95263ca545e9f46ca2b59833,cool_stuff,52,134,6,1700,65,25,25
d6d5ec5325b35cac036b7d2ad2d8bc3b,perfumaria,37,584,1,457,23,14,19
5c3b598051f68e469d0ea40deb7fb904,bebidas,58,3337,4,475,24,16,19
98e0de96ebb0711db1fc3d1bad1a902f,eletronicos,60,3007,6,1571,18,6,18
3706bfca98c324436c9037eb9b35f594,cama_mesa_banho,58,362,1,200,26,6,19
09278667a33779be5996a7df729db8ae,informatica_acessorios,45,3729,1,933,29,20,23
d86ac0940bef7f98ce39a2e759183f83,moveis_decoracao,58,485,2,500,35,35,11
fa7b3afca12fceaa20c5d7aa279f08ca,automotivo,60,183,2,100,18,4,14
3374f1e0e721154f553fa0b0994ff405,utilidades_domesticas,56,231,1,250,16,12,16
74ba0cd1f694e0751c7240443e5a038b,,,,,1000,32,3,23
71225f49be70df4297892f6a5fa62171,,,,,200,16,2,11
b75bc6d95abd11862892008658b17f49,utilidades_domesticas,61,881,4,6800,40,40,40
e43311c5b307c31b994c47588c59b168,moveis_decoracao,50,500,1,300,25,2,17
53b9d074ec70abc101321e360f438cf1,eletroportateis,50,1041,2,4000,19,60,30
47fe9ce1e411796d7fd0fe712100ecd8,automotivo,56,1661,3,500,16,21,18
b7900dadb2e17d3f270cd487b7df185d,cama_mesa_banho,54,909,1,800,25,5,25
80a286e053c52c87a4900fba51ee5b05,moveis_decoracao,53,1429,10,650,35,2,25
ca3fd09ef832923ccad790506d6e0385,pet_shop,50,1463,3,5500,26,47,27
eb356ef61e2262adcadc023b9522609d,relogios_presentes,60,261,3,200,16,2,11
7e42a5d6c862c0078b9e31fd9daa31f8,automotivo,59,891,5,850,23,7,38
40e834fa1961d072be482a772dbba0e1,esporte_lazer,42,394,5,600,32,18,23
02f331648b37d96cbaf60e96f9c0cd92,construcao_ferramentas_jardim,60,1500,1,2350,22,22,22
857d73e07effc672f1427fd2581d6cb3,cool_stuff,32,356,2,600,32,4,29
1264d5ede085c34d455f62cceca87791,moveis_decoracao,61,3781,1,2050,33,8,26
2342acbbf4c5ba6896316d17a573f40f,automotivo,56,1600,3,700,16,21,18
2ba4dc95f18bb2bedbef662cb24de95e,brinquedos,30,698,3,10300,39,49,42
5dfc84369c7457e1bd188be86a7563f0,perfumaria,34,839,1,150,16,2,20
4565bb5b964cc42b49780586560c98e0,esporte_lazer,32,1200,1,850,25,3,19
ea20f928ceaa7f146fe62a0cc8413ee5,moveis_decoracao,52,1786,2,500,68,8,13
09b069a1846b0e666a398952c8ba1605,esporte_lazer,50,3129,1,350,18,8,14
f532ec9a55ee4e466e1c8fc913563ad5,utilidades_domesticas,48,444,1,6300,60,25,25
4d7ccacbf7d2dd3e566cf5f149fb92e8,informatica_acessorios,25,364,1,817,26,13,21
a3e5f9cbee551f620eb3c85fed57c5f8,moveis_decoracao,52,1708,3,500,68,8,13
efe7792157864135b3a535fcfc5448f1,bebes,49,741,1,7300,51,23,34
06353656886de747a549351f1ec7fa9b,alimentos_bebidas,44,664,1,650,16,10,11
52ae46963f0cd4c1497fe26a0f50fa6f,automotivo,51,572,2,550,33,27,26
0723afa6f9a5a11c512396db0bb03051,papelaria,54,391,2,475,40,35,26
fdad129d8e902058f98862f23dcf6978,informatica_acessorios,35,1101,2,250,42,2,30
755073cc68bc18919f48e8544dcd73d7,sinalizacao_e_seguranca,45,614,1,1250,17,32,29
947c79ffdc05997e940df6e00bc8a82e,beleza_saude,20,79,1,204,18,18,18
a35908642db2ef18437c352a421035ef,ferramentas_jardim,58,2130,4,13300,46,40,46
4040bd73d3a2de25d369512db5aad42a,utilidades_domesticas,60,562,4,1400,32,14,28
25830cd3f917e51e463f79c181a670ae,audio,59,477,1,300,17,17,17
7fc59915d9bde9a845801ee04a8658fa,fashion_bolsas_e_acessorios,58,1359,1,300,16,2,20
e531b5635b6b1acbc902a4d3ea268f45,beleza_saude,56,1558,3,1600,20,40,20
1b5b6bd531d2e0b1650bbabac62fa352,utilidades_domesticas,50,364,1,7900,62,28,28
4583e308182e4e78d5b71b5af1804def,bebes,41,565,1,450,16,12,13
4acecc563402664291309d5f9d5cafc7,cool_stuff,33,825,1,900,40,40,30
f986e5c01ed6b09ea37c158942eb8d12,telefonia,60,3385,5,250,22,12,16
acdcfb0e41f8091492386a014aa8d57d,relogios_presentes,34,1162,1,522,20,13,16
87c8fb5d5bb43fd06e54c78f6fa45836,automotivo,48,727,5,2325,37,26,22
2b6aba96aca0f3f5f28779c8a4395f42,esporte_lazer,32,503,1,2700,85,16,26
c1b973e587fd6f4e5aa1fa2c01fc6e59,telefonia,60,600,3,650,23,18,18
7174375d5bea2b7612929eae33df48d1,beleza_saude,42,784,1,500,16,12,12
fe0be6df56c891975ff729be49fd2e17,perfumaria,48,435,3,318,19,10,12
16f7c25c950c1c3f123fdc4a6cc390e0,telefonia,47,693,1,200,24,10,24
ea5708a5c7124ed181b770fe811ec775,papelaria,60,501,6,550,22,7,15
fc3d0f0efacfaae58292fed1ab69fd47,esporte_lazer,34,486,1,450,25,15,11
a8f944abeac7d4fc5f2663bd8f22f931,brinquedos,39,387,1,367,17,13,14
2ee2275c98634bc4a8a6f86b4b08b549,esporte_lazer,63,349,2,750,35,15,18
1cf39a397efa955b102a52ee7ec5531c,automotivo,35,907,3,18200,56,15,15
c354569eefd558bf201d0aedf35608ed,cama_mesa_banho,55,166,1,700,49,4,50
0c03a930e654a5f1ea08f95a5c67d076,beleza_saude,48,589,1,700,20,16,17
a1766f2d27b4e90a0d78d8e115295399,perfumaria,58,942,2,450,16,16,22
0c5bb07e9638a9c1f2616db08eb0318f,consoles_games,27,462,1,200,24,3,19
85f874eb720bb544b42fe257804fec67,utilidades_domesticas,53,534,1,4000,51,25,26
bfc59c5d8a26d129f82fbc5207fcd676,cool_stuff,53,330,1,2000,35,44,19
6979e1139091865830dbbe45342271e0,brinquedos,47,493,1,1185,22,18,23
83b7e1ec294af41b21657b105834c836,esporte_lazer,49,3148,8,325,19,14,17
d11a48745339809b07eebc4a9c8c0a89,utilidades_domesticas,60,470,1,2980,17,17,19
aaa391b7c35a628a6318851e8e933e0b,,,,,200,16,2,11
02f8dd9b448d3ec2c73e65a22da1121c,relogios_presentes,43,597,1,250,18,9,17
32b3bc24ea45a74dfa67d9cb1886a37e,brinquedos,53,327,3,600,35,12,20
633cb41f42ef3dcfc01174d27637d0ad,telefonia,56,341,2,100,19,4,11
e3f398034e0ebbe5e0d3fb91036258e9,informatica_acessorios,49,1053,3,217,17,9,14
41c24b8ce92d1a2cac62db5edfd088b2,relogios_presentes,27,178,1,314,18,11,14
855f69302e4d53ea69972cb1946a08a0,relogios_presentes,60,267,2,200,16,2,11
318fda70a35e94c586339fe51eafbe7d,utilidades_domesticas,59,932,1,1350,16,30,12
8bed4c826276d0ffcb0f5eb40861f9ea,informatica_acessorios,59,429,2,350,20,15,20
c38d96175ed7d2d5c3391317b77f8eb0,cama_mesa_banho,57,402,1,850,16,10,16
c8d911f37c7f9d03f1b86ba6e1258ae0,ferramentas_jardim,36,493,1,400,16,3,33
d73cb8d2ba92e4828e16cb9e39f81dd6,eletronicos,59,1292,3,385,20,8,18
61103d1d05a6d55579890d0dba01eda6,brinquedos,27,706,2,250,18,7,17
98c398fbaff6d54ed48439476c7e9844,utilidades_domesticas,46,1329,1,1000,20,10,20
b7c8f19a99c322aa3d90d93fbe9eb275,casa_construcao,59,218,4,600,39,12,12
34dabb8af33b3756cf72df05fb327011,tablets_impressao_imagem,56,512,1,300,26,10,26
9c46567584228684abb9695a398d0f18,utilidades_domesticas,59,324,4,550,20,15,15
f538d01bc771eed83997a9e729627b73,bebes,49,796,2,100,16,8,11
8d6f2c3454002d3f5aa7479a7fad7794,moveis_sala,52,1105,1,30000,80,60,60
1c9ba8000030b7a6ecc18247ca6e9732,brinquedos,57,354,4,800,45,52,15
8f7ba3a21866ed0cf0233dd71fa0da72,informatica_acessorios,50,703,1,223,19,12,12
fc6fe2e1150a893d2fa9445851ccc350,automotivo,51,703,6,5800,47,19,23
b729707d65939e62985873eed7ebced8,bebes,52,1418,4,22800,83,31,53
2ceff1056fe5bd4ee443433402962fa4,moveis_decoracao,57,646,1,300,16,30,20
4e6b5c6e9884fdb15eccc9f5e83be842,cama_mesa_banho,47,729,1,2220,20,30,30
a87567bdce60de6f901e3d7c6d8df820,cama_mesa_banho,30,1328,1,1800,55,10,35
5b3a080274573239e92080e9e7278470,perfumaria,49,321,1,400,18,18,12
de7df82eb1e48c456b020c2cfb03aeed,esporte_lazer,60,333,2,200,30,20,20
32ce8729ae3e7d91243934373ab532ec,ferramentas_jardim,55,199,1,850,34,3,15
9dbe11c361aecc0afe873e04c3dd13f5,cama_mesa_banho,53,250,1,1000,30,5,20
67024c9e5ec20f39379750aed90423fe,moveis_decoracao,38,1168,1,150,19,7,16
bcb82afcf8487918f4a49822c96634e3,informatica_acessorios,55,418,3,250,23,16,16
f2d362fbb792bbe0233ab254111eca4e,beleza_saude,42,811,2,800,34,15,38
cb1b037c120d9dad45d63a2723e46f18,malas_acessorios,46,1134,2,7700,18,64,40
a8aae2d57f0b7d4b495da36a2ea21385,construcao_ferramentas_jardim,58,373,1,3300,28,28,23
f663527ddb1b3def5cf66a2324c3402e,esporte_lazer,35,579,2,400,16,8,11
d39d1b0a696aa782911206ec3c023ab1,livros_tecnicos,30,2871,1,300,21,2,14
4e0d588f8e002f2bad9cbe0b8f66f6f6,,,,,200,25,5,15
0b6f7f321aeac91ef72512bbae664b13,esporte_lazer,57,938,4,5400,16,50,16
a336b0ac7335c30f4117c4b824332a7e,eletroportateis,55,104,1,650,19,23,20
1e771d5cef909641314a6b1544656a8d,cool_stuff,46,677,1,1400,40,40,30
e939d1e099a84143323ac0e7e90992de,brinquedos,54,527,2,1100,30,21,32
ba03e6c239904dbc13631313f7ba9d07,esporte_lazer,55,891,1,16150,28,15,15
ff6caf9340512b8bf6d2a2a6df032cfa,,,,,200,16,5,12
62984ea1bba7fcea1f5b57084d3bf885,esporte_lazer,42,190,1,1092,30,26,22
0acad8a389d9ac863b63a5bd91d18697,brinquedos,43,1223,1,400,17,12,12
f995f36cecde1f56edd98fc83b2b0b41,relogios_presentes,59,700,2,550,25,12,19
e0714d4d2e52b1fbc8e851dac210333a,flores,56,1650,3,550,16,25,16
37246960437c4a40a03c40f0ea2e957c,cama_mesa_banho,55,246,1,1800,38,10,38
56677610baf20ec5c96361f374b46153,utilidades_domesticas,34,487,4,440,17,14,14
ef20cc9755032059db24bef18745df2f,fashion_calcados,48,647,2,1600,20,9,21
89f477e164a214412b100a5c35464b0a,automotivo,60,543,4,14900,105,15,80
c715ab7f66826b73cd40916d8792bad9,bebes,60,850,4,850,50,5,40
f8f6fd145cc00519283cf3100477b2b3,esporte_lazer,47,956,1,1050,25,20,14
4ceab0364ce2bef8363b89f4719bbff7,cama_mesa_banho,57,296,1,2100,53,27,40
a24b0a4730a6f5b13a3502fb5065a814,moveis_decoracao,50,314,1,400,40,15,40
e71435b372f90893385344e8be3a7696,utilidades_domesticas,43,2372,1,1350,44,11,25
c316d99c0a8d01fc59bde7e88edf27bd,relogios_presentes,57,634,2,120,17,12,13
9375d96ff0ad81493ff5231497e170f1,dvds_blu_ray,39,593,1,200,20,2,14
8be155e42d9bde2616787ea27963ca71,utilidades_domesticas,27,331,2,500,20,20,20
ffd60d515c690a976c497e75cd2336f4,livros_tecnicos,50,153,1,250,23,2,17
db99498f1d7048253b27cbb54916ec1d,moveis_escritorio,60,970,1,17950,64,30,56
858da7953a793b7569420868c88d0ac1,bebes,51,697,1,7100,42,24,42
4e04b7c4ec31cc8172cf3e5b863d34d0,esporte_lazer,58,493,6,200,16,10,11
a1a97164f38cfb98511eb68e6b40ad94,informatica_acessorios,60,640,1,100,16,8,11
7d78cbee891d98c76028e3008a230712,brinquedos,60,131,3,400,45,5,25
ed71a85647afea9562cd2a14b1ac8622,telefonia,46,156,1,200,20,5,12
c4c508eec81b6f7eb8153419004c6450,malas_acessorios,59,472,4,20850,50,50,50
bd3a02d6af913ac8e4c07501e2a13dd5,cama_mesa_banho,55,702,1,2146,42,11,36
c7c27b5cbae5f0689560d8d154af7724,automotivo,39,1129,2,2050,90,13,18
990166f4c0d91a6cb92663b4d190ad1e,utilidades_domesticas,51,969,3,9300,31,58,31
03d19e503abb1698d26d630c0017b11e,automotivo,36,359,1,14100,62,62,21
09a45646f91581af2d515ba02bc0ed94,brinquedos,39,130,1,425,35,14,24
afdca9f0ccd47943dcb8dcec1518da63,beleza_saude,44,502,1,500,16,16,15
77e9f75a40f2341f6a7f9f17cc0a8ffd,fashion_bolsas_e_acessorios,63,1144,8,400,22,14,22
f97f7f15dc57882fed36ae1dc9de8090,beleza_saude,45,568,1,150,16,7,15
4f56687034ae954bc6d4e464041b22e1,cama_mesa_banho,60,269,1,2150,34,8,32
d3a745c19c13090b4114427d782f6c52,perfumaria,58,912,1,400,18,8,16
31dbb0d1815bdc83c93f4b3472fa7c4d,,,,,300,24,24,11
a9f386c43d436bf2a431efe073ecbc70,informatica_acessorios,22,716,2,150,41,2,29
db01f6d59372f9943ba1b411b59612fa,utilidades_domesticas,50,349,1,300,50,4,11
a5647c44af977b148e0a3a4751a09e2e,moveis_escritorio,48,1066,1,12160,56,51,28
12cabe5229bf1f037e257f645f04caa4,cama_mesa_banho,60,624,1,3300,45,13,35
0c0caad13e2d2bf4efb9856075ad1120,utilidades_domesticas,55,372,4,6700,64,23,48
9a6ff23254c73d6c6e1f630d220fec9f,cama_mesa_banho,60,243,2,1850,50,10,40
1a43e86fd17dcec91ec053c9a1adeaac,perfumaria,43,232,1,444,20,14,15
303e0abaf09605c8c5ac632f72a3afb3,automotivo,52,1771,3,1750,35,10,45
4d2b9b97c4d3a297e9f32f0b9e44c181,moveis_decoracao,48,152,2,1350,25,23,25
8378dd5a08699f8c95ea6f6c147d4e83,beleza_saude,26,515,3,400,18,8,18
d7902920eb6a27359c214425f69523bb,utilidades_domesticas,48,312,1,800,16,35,32
61be4e522756a21071b8a02c2650bd3e,moveis_quarto,45,941,1,8400,39,13,70
b07d4d53510cb94a50f0088119134afe,ferramentas_jardim,56,875,2,15100,45,45,37
48e5af4df590c37a05a29b5c86e020e1,artes,51,473,1,150,20,4,20
11f683ded5ddeecdad0b81b3124c3395,,,,,300,16,2,11
d9965bb41ec6a56e7cfc31ede4bc4276,brinquedos,58,916,11,200,16,15,20
e61c78a7343d82c0539d27df0f7dfc31,cama_mesa_banho,60,268,1,2700,41,8,36
93e0df39afbe96d9194642c0b9330c60,moveis_decoracao,63,477,2,300,80,10,60
0c61745b90fbcbd2a7ac7d3cccde8776,beleza_saude,50,140,1,600,20,6,20
403f76f6cb6bac59fe7dcb462ec42ac3,moveis_decoracao,48,184,2,1100,27,18,27
159afb2051a2a69bcd9a594ce5ed6452,malas_acessorios,37,358,1,950,12,32,46
ebccaf8ddfeb6858f6cf417708159453,bebes,32,449,1,1100,29,12,32
68c7b730377e83ef83e053ca3785b8d4,brinquedos,40,1215,1,350,19,13,14
d6fa8b99ed80bff9dcddd3fdefa6e68d,construcao_ferramentas_construcao,60,338,1,2050,23,8,23
b039629191cbc785dd3ebb5def03dd7c,cama_mesa_banho,59,638,1,800,20,16,20
27cef810f33a53a546e924bd77b07cb3,papelaria,49,541,2,800,45,25,35
434487f82b5c35646bd8155cf1946179,alimentos_bebidas,25,385,1,600,16,16,11
275bbd43a9fdb71853216091565522ac,moveis_cozinha_area_de_servico_jantar_e_jardim,33,513,2,9800,50,65,35
b4f3117dee543fec86ebc7bdbc0e2404,brinquedos,60,1235,3,1200,28,13,21
332842d24e84234cd91299a225de76ab,relogios_presentes,58,1209,1,1750,50,6,19
a96d7b91547c9d381eef6793af2c639e,ferramentas_jardim,52,768,2,2900,30,20,16
d5ad2be418dec48e9d0c4745e431c384,informatica_acessorios,43,893,1,150,21,11,12
b746f0f77468910428130facb2ee2d1f,informatica_acessorios,42,207,3,100,40,2,24
99977819f93de86edd087f696bc75e57,moveis_decoracao,37,600,2,810,21,28,41
67bd6a1598204895a42b0b3071a398e0,ferramentas_jardim,41,148,1,500,16,2,11
ce7186656e3ec080cba4fb895b9b90cf,bebes,53,201,1,100,25,22,22
d19d6968c8fa843da04bf9c9d23c312f,automotivo,53,1373,4,400,16,7,11
c04b8195870068ff5c495f269a0bc993,livros_tecnicos,54,1162,1,1100,29,3,21
78bd107dbc2f94f453c1bac8d2b4ede1,utilidades_domesticas,21,718,1,2600,16,41,41
68db47d312d0b87e469762f0481d3b9c,ferramentas_jardim,60,681,4,16900,38,70,38
d82bca823d7ea924fb38e011970205dd,moveis_decoracao,49,1720,2,600,65,11,11
1c4b558889819d00efc1ec52e76bc450,bebes,58,374,6,200,16,9,11
e40c9663823a220588b8f0c552ff5c03,fashion_roupa_masculina,54,275,2,750,40,6,35
b59e3776fd0270273b8f6b1345e2f0fc,eletrodomesticos,59,754,1,16350,25,25,25
c14d410aea63d378e1934e00f20924cc,beleza_saude,45,1544,1,2000,22,12,16
299f75185c7f6f9b711b15a5ddb77e56,utilidades_domesticas,52,739,3,8850,56,30,34
e84997d75938765ef99930f908ceedf4,papelaria,52,431,1,1900,49,12,36
a0951eca8e874597dc3abaefc1940679,cama_mesa_banho,53,293,1,1250,16,10,16
b91a91c07533369ef426985f93170068,cama_mesa_banho,60,267,1,2900,46,8,38
9c1acc2ea8ce833bd5ef42aff75cfb24,relogios_presentes,48,546,1,600,16,2,11
0366dd798c6de7ec8d16c23de6a82cfd,pet_shop,53,830,15,3500,39,20,46
254e83d8714765408ae71c07e6a972e0,telefonia,60,438,2,651,20,15,22
f52b6b9e0bc35ec9d682eea89b27ef38,utilidades_domesticas,59,1794,1,2800,50,50,50
fce976d7954f915c971fb93ac8724681,utilidades_domesticas,21,853,1,250,16,16,16
6bd248f93425ceeb625a8a97e2404112,papelaria,39,217,1,550,46,10,32
57646b730d659bc73d8193fc5131014b,flores,48,130,1,450,30,15,20
e05daac6288336fe9e903937aed44199,cama_mesa_banho,55,329,2,500,30,10,30
41ddd4c8779d0943ee7706c384eeee8f,pet_shop,34,1540,2,700,24,20,24
648058594991ac2fa9af20f5f9e6677c,informatica_acessorios,15,159,1,100,25,3,19
5612648da3c29f5f0236f13c99bed154,cool_stuff,60,813,3,800,16,7,12
cb71b23bd70b9df12843e4dfb9ed09c1,informatica_acessorios,32,1074,2,200,39,2,30
dabb495df6a109d46f8faeca31a1c75d,malas_acessorios,28,491,2,150,16,17,11
7810b42c3450a044431d95c59c00b600,relogios_presentes,45,702,1,367,19,13,19
2c2491f31fe7320124ccf2f3404354a6,telefonia,60,818,6,300,17,4,12
81e02af7d00fcf604270221efe1d1b95,portateis_casa_forno_e_cafe,57,459,3,4800,16,4,11
3f29ff76d9ee5fd080b96ce49afc6c94,esporte_lazer,59,1299,3,500,20,10,15
d16a25f576e1296fd955eb4136323f21,esporte_lazer,59,2134,1,4850,30,25,25
cd3575ef99cf6bbf1a7959de7ecfa3d6,papelaria,30,283,3,300,16,11,11
5ddf71f0c832e1af820031a5a62beb01,eletrodomesticos,50,719,1,100,16,3,13
d66815037fba03ebe1e3bcb9967723aa,brinquedos,46,853,3,1349,35,49,25
81e32892fb8587aa24b175d42bb6bfcc,utilidades_domesticas,46,602,1,2075,47,26,21
eebf4e6c00fe7a6ce21a0a693f02e49f,moveis_sala,43,430,1,13700,58,40,25
ff25a6dd5b0db59bf1f8977c272270d0,utilidades_domesticas,60,526,2,750,20,20,20
a327459c8e093ebc3666c0c6ff842589,relogios_presentes,50,463,1,270,16,8,11
8cf9973ba86ba4067dc5de39d247c47d,automotivo,51,617,2,100,33,27,26
0603179793e4bf68b9dbdb4ba238a3b7,cama_mesa_banho,58,1290,1,1150,43,7,30
19fde409ed843f30b4bc54739121bf7e,relogios_presentes,39,168,1,505,18,10,13
a6b5c06253205267d5a66952a4524a83,ferramentas_jardim,49,1154,1,1625,45,30,30
