geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
2244,-23.486533250072107,-46.60489292922271,sao paulo,SP
2257,-23.47104689064574,-46.5850625553696,sao paulo,SP
2222,-23.48140169969416,-46.579637865803,sao paulo,SP
2276,-23.463400756592986,-46.58469348750652,sao paulo,SP
2263,-23.46425034827241,-46.573830016031806,são paulo,SP
2241,-23.490299231750246,-46.60742045129548,sao paulo,SP
2215,-23.49017300138498,-46.58409337330484,sao paulo,SP
2203,-23.492318026144847,-46.58922112702159,sao paulo,SP
2251,-23.480277192336565,-46.59320576894223,sao paulo,SP
2336,-23.480886949766266,-46.62104950528011,são paulo,SP
2355,-23.452719150152916,-46.60876376686476,sao paulo,SP
2341,-23.45507897307979,-46.614630478215695,sao paulo,SP
2363,-23.43245454384327,-46.57736297421865,sao paulo,SP
2377,-23.453962093254095,-46.63331717124473,são paulo,SP
2322,-23.444815725229375,-46.5910403680247,são paulo,SP
2340,-23.446955734664446,-46.61699810199665,sao paulo,SP
2365,-23.424815473039715,-46.583207347303954,sao paulo,SP
2334,-23.48365585928214,-46.62031328711988,sao paulo,SP
2372,-23.46011843825374,-46.62452278282069,são paulo,SP
2357,-23.450625471002326,-46.61192336955392,sao paulo,SP
2337,-23.479464572854756,-46.61652865598131,sao paulo,SP
2467,-23.491360739107844,-46.64670786150384,são paulo,SP
2406,-23.486795412718518,-46.632580491257414,são paulo,SP
2430,-23.472329983063123,-46.650514217727554,sao paulo,SP
2405,-23.485974233971945,-46.63322417485143,sao paulo,SP
2435,-23.4778129000808,-46.63586851901436,sao paulo,SP
2443,-23.471489692480795,-46.64932238773156,sao paulo,SP
2431,-23.48781727477062,-46.63644942270185,são paulo,SP
2461,-23.492524840412013,-46.639157180824036,sao paulo,SP
2404,-23.488939037740238,-46.62767020038664,sao paulo,SP
2510,-23.511063771856428,-46.65090371579432,sao paulo,SP
2511,-23.506678006376635,-46.64581936011884,sao paulo,SP
2553,-23.497336089647405,-46.6659818746898,sao paulo,SP
2543,-23.483574021091815,-46.659585960586305,sao paulo,SP
2537,-23.490499966414696,-46.65302569386577,sao paulo,SP
2635,-23.453873863725544,-46.64398352262103,sao paulo,SP
2675,-23.45723034026778,-46.671251778377304,são paulo,SP
2614,-23.473309452680464,-46.65195352553522,sao paulo,SP
2724,-23.49943950874986,-46.683774043813756,são paulo,SP
2737,-23.49061096280801,-46.69088051096426,sao paulo,SP
2763,-23.481276247516305,-46.67405709748256,sao paulo,SP
2757,-23.485560379969932,-46.68487062753189,sao paulo,SP
2816,-23.461646151834216,-46.709547878343095,são paulo,SP
2802,-23.484015492642406,-46.695370734952895,são paulo,SP
2881,-23.46676163281201,-46.67633112031853,sao paulo,SP
2840,-23.48029948765075,-46.689929166945575,sao paulo,SP
2859,-23.440623485429043,-46.71059028518662,são paulo,SP
2860,-23.459261458256858,-46.68629364814692,sao paulo,SP
2862,-23.474503634196985,-46.680132305441724,sao paulo,SP
2831,-23.4841272850424,-46.69145243978295,sao paulo,SP
2845,-23.469944301690823,-46.69210478296493,sao paulo,SP
2930,-23.490154215650087,-46.70930874937962,sao paulo,SP
2987,-23.433631962259753,-46.714452532748574,sao paulo,SP
2925,-23.499982959201333,-46.699279946852066,sao paulo,SP
2991,-23.432794743023827,-46.72982173528961,sao paulo,SP
2998,-23.442599011656753,-46.72777564946042,são paulo,SP
2911,-23.50581917124474,-46.70446828489816,sao paulo,SP
2971,-23.484810467943902,-46.71073145184375,são paulo,SP
2994,-23.45840723792212,-46.73571551377411,sao paulo,SP
2929,-23.49059354266333,-46.70594010728318,sao paulo,SP
2927,-23.499075491723318,-46.70478697612966,sao paulo,SP
2975,-23.476594033585307,-46.71269891548849,sao paulo,SP
2998,-23.439696832271277,-46.73439792093815,sao paulo,SP
2930,-23.48928642270184,-46.705619268249734,sao paulo,SP
2933,-23.491832951151252,-46.71317422370016,sao paulo,SP
3012,-23.542604587949732,-46.61705249999999,sao paulo,SP
3040,-23.55071348845881,-46.623591136274456,são paulo,SP
3023,-23.53503085567546,-46.606556257977964,sao paulo,SP
3064,-23.533664457960576,-46.565491683594,sao paulo,SP
3089,-23.531518152374627,-46.560201777973276,sao paulo,SP
3045,-23.54983373965611,-46.61437759270582,sao paulo,SP
3023,-23.531318298084148,-46.61087304149115,são paulo,SP
3090,-23.527474574528195,-46.555464461711495,sao paulo,SP
3060,-23.539971017485144,-46.584732038576966,sao paulo,SP
3112,-23.557128034970276,-46.6045297013676,sao paulo,SP
3139,-23.58570497362805,-46.57701835720467,são paulo,SP
3190,-23.563249634693605,-46.57501416122433,sao paulo,SP
3162,-23.550024792948253,-46.602321050926214,sao paulo,SP
3135,-23.583014235356934,-46.57906453774025,sao paulo,SP
3186,-23.56653356924808,-46.581299832361935,sao paulo,SP
3177,-23.5505060044434,-46.58538998112987,sao paulo,SP
3184,-23.56299684179699,-46.587377776299824,são paulo,SP
3136,-23.57825515237462,-46.57900730474923,sao paulo,SP
3118,-23.561179208436727,-46.596176743407,sao paulo,SP
3181,-23.5583129336661,-46.584157222315184,sao paulo,SP
3164,-23.549373083270762,-46.608475153355556,são paulo,SP
3127,-23.578336592561598,-46.58749261809683,são paulo,SP
3185,-23.564513153042117,-46.58332973789309,são paulo,SP
3171,-23.547567677765606,-46.593020640573634,sao paulo,SP
3156,-23.58123199364056,-46.56632291916522,são paulo,SP
3126,-23.579875131831052,-46.59198751650418,sao paulo,SP
3177,-23.54791294615959,-46.58444859048412,sao paulo,SP
3214,-23.60870457667643,-46.56160294652984,sao paulo,SP
3282,-23.581018381969365,-46.561301870503314,sao paulo,SP
3253,-23.606518704137553,-46.531079989728205,sao paulo,SP
3211,-23.600401910352588,-46.5512235925616,sao paulo,SP
3273,-23.577243118789312,-46.55985220858095,são paulo,SP
3220,-23.608862940763654,-46.52374015571618,sao paulo,SP
3279,-23.585533291707506,-46.54288577852153,sao paulo,SP
3257,-23.613449311962597,-46.525963699001665,sao paulo,SP
3261,-23.588313265335554,-46.5517113738531,sao paulo,SP
3269,-23.597218068555588,-46.524927085896486,são paulo,SP
3277,-23.585696486814022,-46.54663015543305,são paulo,SP
3253,-23.60880678934157,-46.53155566971552,sao paulo,SP
3276,-23.57893877491485,-46.54494819830918,sao paulo,SP
3220,-23.609851114345908,-46.52455500458763,sao paulo,SP
3245,-23.607120666945573,-46.53425883888281,são paulo,SP
3209,-23.59875077185643,-46.558457387039056,sao paulo,SP
3204,-23.59496855037795,-46.56075280099833,sao paulo,SP
3275,-23.582989550377953,-46.54421447307978,sao paulo,SP
3314,-23.543795567026383,-46.564834432136884,sao paulo,SP
3383,-23.58116390230251,-46.52977990882338,sao paulo,SP
3334,-23.553309019199613,-46.57435226764758,sao paulo,SP
3361,-23.571487801835055,-46.53721188634656,sao paulo,SP
3349,-23.56692755283249,-46.56650837159307,sao paulo,SP
3364,-23.56487655314792,-46.53798820705173,sao paulo,SP
3384,-23.577404898695818,-46.52348914432454,sao paulo,SP
3344,-23.558872119137177,-46.575163609556874,sao paulo,SP
3366,-23.566430210658424,-46.53438079961335,sao paulo,SP
3346,-23.55796971898338,-46.57129574635085,sao paulo,SP
3336,-23.554756948929555,-46.561361521236044,sao paulo,SP
3331,-23.550186855675463,-46.58018235498298,são paulo,SP
3362,-23.566592975301496,-46.54268933458363,sao paulo,SP
3387,-23.585426308355917,-46.527163538576964,são paulo,SP
3321,-23.546529922557614,-46.5599769410237,sao paulo,SP
3309,-23.548594060953988,-46.5580254717025,sao paulo,SP
3478,-23.571570021603165,-46.51422466939072,sao paulo,SP
3406,-23.540811050349433,-46.54525440060121,sao paulo,SP
3414,-23.558931,-46.54902187177563,sao paulo,SP
3461,-23.57033076853286,-46.52532151257338,sao paulo,SP
3462,-23.574671465722208,-46.526158194009994,sao paulo,SP
3478,-23.572527998615023,-46.512434619481816,são paulo,SP
3409,-23.545208891482467,-46.55123992131686,sao paulo,SP
3474,-23.576204808211696,-46.51084381986846,sao paulo,SP
3443,-23.545527107969267,-46.53348848932419,sao paulo,SP
3455,-23.56681868174545,-46.5093517340853,sao paulo,SP
3589,-23.55345398058161,-46.48951412378098,sao paulo,SP
3542,-23.53363954371285,-46.51566477615558,sao paulo,SP
3502,-23.536580008050077,-46.54435247974489,sao paulo,SP
3590,-23.547578730509496,-46.47812000805007,sao paulo,SP
3589,-23.551832860118857,-46.491612197472456,são paulo,SP
3563,-23.544977259507174,-46.48915663266777,sao paulo,SP
3577,-23.550350731057762,-46.50193948251484,sao paulo,SP
3578,-23.55774442492354,-46.50249151595592,sao paulo,SP
3552,-23.533581677765618,-46.501221698857435,sao paulo,SP
3504,-23.53932314293956,-46.53919844532288,sao paulo,SP
3561,-23.548057514496783,-46.49596225787344,sao paulo,SP
3578,-23.559493882595664,-46.50486738995326,sao paulo,SP
3667,-23.53204714071786,-46.49681439647412,sao paulo,SP
3650,-23.52866441909515,-46.52253489800332,são paulo,SP
3678,-23.519212659353244,-46.48761796074613,sao paulo,SP
3659,-23.52209137906312,-46.512275455222415,sao paulo,SP
3657,-23.528115209273444,-46.503014767557254,sao paulo,SP
3685,-23.52447231006274,-46.47728496945124,sao paulo,SP
3658,-23.527626864900064,-46.50097602645674,sao paulo,SP
3658,-23.526085274770622,-46.50331660283339,sao paulo,SP
3641,-23.524347132667785,-46.537882150297136,sao paulo,SP
3637,-23.52490413765944,-46.54307011601934,sao paulo,SP
3707,-23.50764519677996,-46.54410926533555,sao paulo,SP
3738,-23.504849256728377,-46.50618937587687,sao paulo,SP
3721,-23.50139193862045,-46.52525668454192,são paulo,SP
3732,-23.509057955594653,-46.5319616955392,sao paulo,SP
3725,-23.5049995032744,-46.52139762457255,sao paulo,SP
3702,-23.513624760177613,-46.547960489726634,sao paulo,SP
3820,-23.49758686372554,-46.503119100611684,sao paulo,SP
3805,-23.50609232500434,-46.48285984915458,sao paulo,SP
3817,-23.490356709417675,-46.496360975301506,sao paulo,SP
3812,-23.490652385440942,-46.466014270881885,sao paulo,SP
3918,-23.588235953372955,-46.51834110782506,sao paulo,SP
3944,-23.59985259616828,-46.49331581181836,são paulo,SP
3947,-23.59168369747245,-46.49273885734889,sao paulo,SP
3928,-23.60544767277396,-46.50555215459632,sao paulo,SP
3933,-23.591366916180974,-46.50175192284606,sao paulo,SP
3978,-23.620710384124877,-46.50118644240868,sao paulo,SP
3978,-23.62165935626208,-46.50628859802249,sao paulo,SP
3984,-23.607439653160927,-46.5118035001576,sao paulo,SP
3958,-23.593905167638056,-46.48747829516995,sao paulo,SP
3943,-23.59845336303305,-46.49360412545442,são paulo,SP
4006,-23.576945500692492,-46.646014699001654,sao paulo,SP
4003,-23.57501440882337,-46.646195841652755,sao paulo,SP
4038,-23.596884303364263,-46.6462054067459,são paulo,SP
4014,-23.585189615875123,-46.64517143880201,são paulo,SP
4038,-23.597279528997674,-46.63994302553522,sao paulo,SP
4066,-23.61674592062436,-46.652111648767935,sao paulo,SP
4051,-23.607663969554153,-46.643060174544715,sao paulo,SP
4010,-23.586221943937893,-46.63629848626578,sao paulo,SP
4084,-23.617610172081463,-46.65794878795659,sao paulo,SP
4076,-23.611338167638067,-46.65743086372555,sao paulo,SP
4042,-23.602663477927226,-46.6459194970858,são paulo,SP
4012,-23.583916875930555,-46.64564263933288,sao paulo,SP
4071,-23.622269636966955,-46.65322869677996,sao paulo,SP
4084,-23.6168287440995,-46.65883577032722,sao paulo,SP
4143,-23.613869524842734,-46.63324143588781,sao paulo,SP
4133,-23.63058688480546,-46.61784924409308,sao paulo,SP
4116,-23.591789884269105,-46.62388677921401,sao paulo,SP
4105,-23.578817510964267,-46.638933459201326,são paulo,SP
4184,-23.649412735501166,-46.59975205384041,são paulo,SP
4155,-23.630068372468116,-46.625892861792295,sao paulo,SP
4115,-23.590462452680466,-46.6262412485429,sao paulo,SP
4165,-23.62526339938832,-46.606894439350256,são paulo,SP
4134,-23.60754705107045,-46.62099144601536,são paulo,SP
4115,-23.59028798473656,-46.6277985051359,são paulo,SP
4151,-23.61972487898898,-46.62482455023372,sao paulo,SP
4106,-23.58105451901435,-46.63799842853022,sao paulo,SP
4264,-23.585776554532895,-46.612342288649074,sao paulo,SP
4269,-23.601180101304166,-46.611773292399974,sao paulo,SP
4289,-23.61123761726011,-46.61484610185242,sao paulo,SP
4242,-23.628581999999994,-46.58819003996196,sao paulo,SP
4264,-23.583953346932887,-46.61674929225575,sao paulo,SP
4276,-23.600310233971953,-46.61510364931619,sao paulo,SP
4269,-23.588092456287143,-46.61300187621903,são paulo,SP
4254,-23.621138843181978,-46.59353352997862,sao paulo,SP
4268,-23.594469496249086,-46.61465419900168,são paulo,SP
4261,-23.58217125339034,-46.61168350112518,sao paulo,SP
4250,-23.622215427145232,-46.59810386955391,sao paulo,SP
4218,-23.60124169747245,-46.59579169747244,sao paulo,SP
4203,-23.580997192736916,-46.60601313182326,sao paulo,SP
4202,-23.577054401610013,-46.60639890452421,sao paulo,SP
4278,-23.602220528997677,-46.60978595337295,sao paulo,SP
4270,-23.59380557943509,-46.613085039171665,sao paulo,SP
4216,-23.59802661281671,-46.601083121011015,sao paulo,SP
4270,-23.591363982514864,-46.61323015652955,sao paulo,SP
4303,-23.62392560560334,-46.63612815736628,são paulo,SP
4313,-23.63753350051634,-46.63188874345993,são paulo,SP
4303,-23.62433942714524,-46.639945372468105,são paulo,SP
4335,-23.660910251457096,-46.641321136274456,sao paulo,SP
4377,-23.65283632944775,-46.6525442514571,sao paulo,SP
4302,-23.621828521784316,-46.636468155981305,são paulo,SP
4363,-23.645606772693146,-46.67073759867844,são paulo,SP
4372,-23.652437322782642,-46.654051977234744,sao paulo,SP
4324,-23.652315566189657,-46.63490485818562,sao paulo,SP
4364,-23.64780363197529,-46.672021141554566,sao paulo,SP
4313,-23.642142610883457,-46.64069000957928,sao paulo,SP
4320,-23.645898481822368,-46.636603250620375,sao paulo,SP
4361,-23.64403829975758,-46.662502919643416,sao paulo,SP
4317,-23.64408429935143,-46.63138760218158,sao paulo,SP
4344,-23.634939928674445,-46.64407159587981,sao paulo,SP
4365,-23.68058274326278,-46.63901207118132,sao paulo,SP
4367,-23.650943814876797,-46.66674723105777,sao paulo,SP
4363,-23.64815219149985,-46.66450800830988,são paulo,SP
4334,-23.660506026920206,-46.6383609060534,sao paulo,SP
4372,-23.646607679987316,-46.657935581597314,sao paulo,SP
4463,-23.69449836663973,-46.66092408964741,sao paulo,SP
4444,-23.688011001933244,-46.688610217583324,são paulo,SP
4426,-23.67726741049681,-46.6440047134284,sao paulo,SP
4424,-23.691005540369726,-46.64330896911011,sao paulo,SP
4477,-23.7138080487434,-46.64004083730579,sao paulo,SP
4458,-23.688554594783295,-46.67265793144441,sao paulo,SP
4467,-23.694460901308926,-46.65025440678965,sao paulo,SP
4402,-23.66841289869582,-46.66136513696694,sao paulo,SP
4413,-23.67158661893355,-46.63558936788049,sao paulo,SP
4421,-23.691297551762943,-46.64133732875527,sao paulo,SP
4455,-23.67957894393789,-46.67897046725141,sao paulo,SP
4415,-23.674148663404544,-46.63774434606511,sao paulo,SP
4433,-23.688292337497824,-46.661667841797005,sao paulo,SP
4430,-23.690351850395334,-46.651741878988986,sao paulo,SP
4432,-23.688153618096816,-46.66624851679265,são paulo,SP
4430,-23.690904485429044,-46.650972525535224,sao paulo,SP
4476,-23.7042677149576,-46.62997731196259,sao paulo,SP
4433,-23.687287375595712,-46.658118284928776,sao paulo,SP
4433,-23.68275553910925,-46.65498645982412,sao paulo,SP
4565,-23.606778530671114,-46.696159513878456,sao paulo,SP
4548,-23.65881568220901,-46.61490109686077,sao paulo,SP
4543,-23.58820529779568,-46.67307869400999,sao paulo,SP
4532,-23.58064276158465,-46.67688223798266,sao paulo,SP
4516,-23.606623350828023,-46.666450963788954,sao paulo,SP
4523,-23.59880345184374,-46.6614231335045,sao paulo,SP
4550,-23.600150863725542,-46.68279395282469,são paulo,SP
4530,-23.579621632812007,-46.673742656673795,sao paulo,SP
4523,-23.601845368024716,-46.66431302415025,são paulo,SP
4509,-23.588934537336215,-46.66992605508116,sao paulo,SP
4581,-23.621178352761262,-46.68614564141035,são paulo,SP
4530,-23.57832941548848,-46.67363339884004,são paulo,SP
4653,-23.662794591121628,-46.67291328450375,sao paulo,SP
4624,-23.631666307519204,-46.670504646690475,sao paulo,SP
4608,-23.624881025203365,-46.675409804729505,são paulo,SP
4630,-23.63144423437332,-46.662862643447895,sao paulo,SP
4679,-23.671573366351264,-46.67982745213221,sao paulo,SP
4620,-23.622957251457095,-46.66688086372554,são paulo,SP
4661,-23.656911653067112,-46.67966013099433,são paulo,SP
4641,-23.568510137200228,-46.64903341773565,são paulo,SP
4615,-23.626175951151254,-46.66412677477061,sao paulo,SP
4707,-23.62193846345273,-46.69787390497708,são paulo,SP
4737,-23.643156917259862,-46.694471572086236,sao paulo,SP
4705,-23.621126658607036,-46.69541190660167,sao paulo,SP
4719,-23.634446558836267,-46.70365118069592,sao paulo,SP
4784,-23.688836999999992,-46.711390996681786,sao paulo,SP
4773,-23.68183518872988,-46.70731270912922,sao paulo,SP
4726,-23.635674031363603,-46.711701539961936,sao paulo,SP
4745,-23.65666330505335,-46.70632292960243,sao paulo,SP
4716,-23.63406351373423,-46.69918687745977,sao paulo,SP
4753,-23.651276479600668,-46.709112121847724,sao paulo,SP
4775,-23.68277338911653,-46.700753406601685,sao paulo,SP
4774,-23.682898572018047,-46.70490473189447,sao paulo,SP
4756,-23.645841096051964,-46.71985410426988,sao paulo,SP
4741,-23.65245619407291,-46.697314290613896,sao paulo,SP
4719,-23.6309696436512,-46.712167205266155,sao paulo,SP
4776,-23.678892440186974,-46.70873437385308,sao paulo,SP
4748,-23.65315861195237,-46.690681118847124,sao paulo,SP
4865,-23.782509503462453,-46.71106194754458,sao paulo,SP
4842,-23.748751131282795,-46.685908875930565,sao paulo,SP
4814,-23.73655709547579,-46.68511370621503,são paulo,SP
4812,-23.71433703857696,-46.68987243686877,sao paulo,SP
4866,-23.80228818924831,-46.728825672710705,sao paulo,SP
4822,-23.740328147931226,-46.685632599774955,sao paulo,SP
4855,-23.7678795,-46.699397999999995,são paulo,SP
4824,-23.72869617707312,-46.69363641257428,sao paulo,SP
4860,-23.763001693865775,-46.712871015407664,sao paulo,SP
4865,-23.78198856174625,-46.71241236663974,sao paulo,SP
4843,-23.737990316954264,-46.69421900859835,são paulo,SP
4840,-23.75402850513589,-46.68598071288013,sao paulo,SP
4814,-23.735684210658434,-46.68538085068379,sao paulo,SP
4823,-23.723943841797,-46.69247917415894,sao paulo,SP
4966,-23.728050107368126,-46.78512361218053,sao paulo,SP
4917,-23.6890310470449,-46.7481455599088,sao paulo,SP
4939,-23.689554689695154,-46.77350684074929,sao paulo,SP
4916,-23.69445205689882,-46.75550220330084,sao paulo,SP
4911,-23.678000821111137,-46.73424625414183,sao paulo,SP
4950,-23.725281666945573,-46.76406239162669,sao paulo,SP
4904,-23.674689220093487,-46.737322029430345,são paulo,SP
4951,-23.72695339433245,-46.75602573903852,sao paulo,SP
4916,-23.684530651133873,-46.75184643796528,são paulo,SP
5060,-23.52795862614691,-46.709810717179295,sao paulo,SP
5019,-23.531592782128207,-46.68005729364075,são paulo,SP
5021,-23.537073310577618,-46.68705062891687,sao paulo,SP
5048,-23.5319357463212,-46.69926483429517,sao paulo,SP
5043,-23.525667,-46.690893890645725,sao paulo,SP
5087,-23.524343936176265,-46.72872866013625,sao paulo,SP
5047,-23.52611251485941,-46.687040999999994,sao paulo,SP
5088,-23.521284282820698,-46.72669091286275,são paulo,SP
5047,-23.52600747071386,-46.695352499999984,sao paulo,SP
5027,-23.53477725284207,-46.69422220858094,sao paulo,SP
5059,-23.535315376911505,-46.71006604316459,sao paulo,SP
5050,-23.521995199001662,-46.702910634889484,sao paulo,SP
5042,-23.525530910352586,-46.688540992786635,sao paulo,SP
5028,-23.538839091869104,-46.696801667638056,sao paulo,SP
5012,-23.543325826822013,-46.67298703303704,sao paulo,SP
5128,-23.49063677906978,-46.740344227595315,sao paulo,SP
5143,-23.495426318627697,-46.723049067718854,sao paulo,SP
5141,-23.491333801835047,-46.7260407187085,sao paulo,SP
5114,-23.508833877604,-46.75066510698831,sao paulo,SP
5124,-23.501536553984632,-46.735995777540566,sao paulo,SP
5125,-23.504036437965276,-46.73978886707242,sao paulo,SP
5164,-23.47416428624467,-46.760934966815995,sao paulo,SP
5143,-23.494810233135237,-46.720849117952596,sao paulo,SP
5134,-23.486396364418027,-46.74201858451153,sao paulo,SP
5142,-23.493764483207347,-46.72870567208147,sao paulo,SP
5267,-23.43397786011885,-46.792565486265765,sao paulo,SP
5205,-23.411254117404336,-46.76551959616828,sao paulo,SP
5270,-23.52449085948653,-46.61558605854736,sao paulo,SP
5347,-23.554442605631348,-46.73664348379301,são paulo,SP
5326,-23.54429076602804,-46.7575720202551,sao paulo,SP
5397,-23.581805239511876,-46.773964524698506,sao paulo,SP
5468,-23.53737420843673,-46.71496030350849,são paulo,SP
5416,-23.562442110190975,-46.68699597322402,sao paulo,SP
5423,-23.570415303364257,-46.69244770552254,sao paulo,SP
5411,-23.556532201223373,-46.679114980437376,sao paulo,SP
5423,-23.570255976398013,-46.69317366584905,são paulo,SP
5423,-23.57183675881469,-46.69886471065843,são paulo,SP
5415,-23.565150774914844,-46.68378577575155,são paulo,SP
5439,-23.549620882595665,-46.690260019562615,sao paulo,SP
5508,-23.557510348093,-46.71974431708465,são paulo,SP
5584,-23.579902508742563,-46.79102258381903,sao paulo,SP
5523,-23.592721588954927,-46.73928012184773,sao paulo,SP
5516,-23.580891272548914,-46.71692536427379,sao paulo,SP
5589,-23.57428189869583,-46.737853674851415,sao paulo,SP
5573,-23.585263747250234,-46.74059246298307,sao paulo,SP
5543,-23.58980376602804,-46.754191545790334,sao paulo,SP
5590,-23.575512569178642,-46.73350640825851,sao paulo,SP
5595,-23.58311619833447,-46.74280370464165,sao paulo,SP
5565,-23.590538623088484,-46.79205656771888,são paulo,SP
5585,-23.572117655288803,-46.727197747850425,sao paulo,SP
5546,-23.585744430751916,-46.771089873160605,sao paulo,SP
5579,-23.572221505972607,-46.71307914100632,são paulo,SP
5538,-23.587666491257423,-46.73815574049283,sao paulo,SP
5642,-23.621998504039375,-46.73523327889689,são paulo,SP
5678,-23.59750476890589,-46.70475611001847,sao paulo,SP
5657,-23.620380476642374,-46.71531831275122,sao paulo,SP
5619,-23.592618473735065,-46.72703100185136,sao paulo,SP
5618,-23.590100220381945,-46.726139797939894,sao paulo,SP
5624,-23.59456298473655,-46.72783455314792,sao paulo,SP
5632,-23.59937661226844,-46.73574335789715,sao paulo,SP
5657,-23.62370374854291,-46.71810350389513,são paulo,SP
5619,-23.590002499307513,-46.727601898840064,sao paulo,SP
5622,-23.599492994171612,-46.725370485573265,sao paulo,SP
5622,-23.595389413266773,-46.72424582139766,são paulo,SP
5663,-23.60958833643572,-46.729271008940295,sao paulo,SP
5619,-23.592618473735065,-46.72703100185136,são paulo,SP
5782,-23.65341944086071,-46.765981860531625,são paulo,SP
5716,-23.633142642795328,-46.73356138190317,sao paulo,SP
5772,-23.639161557591322,-46.755391615182646,sao paulo,SP
5710,-23.608188,-46.745581499999986,sao paulo,SP
5790,-23.643193767712596,-46.784871808049964,são paulo,SP
5750,-23.617793567026386,-46.743420609354246,sao paulo,SP
5778,-23.640638479600668,-46.75141811004673,sao paulo,SP
5723,-23.642227592561596,-46.73166361809683,sao paulo,SP
5766,-23.629737583126538,-46.753031398840065,sao paulo,SP
5741,-23.61057870924263,-46.74944856476464,sao paulo,SP
5879,-23.68640097530149,-46.793884107132556,sao paulo,SP
5889,-23.488802497085814,-46.415939992786626,sao paulo,SP
5889,-23.670883510632496,-46.78807048554221,sao paulo,SP
5857,-23.65912215372972,-46.779335384668315,sao paulo,SP
5801,-23.64525276602805,-46.73383692936692,sao paulo,SP
5869,-23.67854842798195,-46.77077573189449,sao paulo,SP
5862,-23.669864172081468,-46.76444529586244,sao paulo,SP
5848,-23.658204363033043,-46.75773587454558,sao paulo,SP
5873,-23.68944206411219,-46.77454939301167,sao paulo,SP
5842,-23.65063103232882,-46.742637649067746,sao paulo,SP
5881,-23.683766898695822,-46.78147089647413,sao paulo,SP
5885,-23.674633868168947,-46.78585922384439,sao paulo,SP
5819,-23.66524181848347,-46.73498017000399,sao paulo,SP
