geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
2335,-23.484177848462103,-46.61583908742571,são paulo,SP
2347,-23.467393435743585,-46.60863441006413,sao paulo,SP
2374,-23.456303580904844,-46.62159246003806,sao paulo,SP
2324,-23.44606300582838,-46.587092290870764,sao paulo,SP
2377,-23.455902216486805,-46.63098335789715,sao paulo,SP
2322,-23.447747779461267,-46.59782644334651,sao paulo,SP
2367,-23.422637256608578,-46.58768464716321,sao paulo,SP
2332,-23.479445179294828,-46.62185621065842,sao paulo,SP
2478,-23.478681876219017,-46.66084476547978,sao paulo,SP
2464,-23.496338472935573,-46.64304179724742,sao paulo,SP
2409,-23.47969248542904,-46.62595252553521,sao paulo,SP
2442,-23.47459752178431,-46.6436752857349,sao paulo,SP
2421,-23.47311260560334,-46.63141856924807,sao paulo,SP
2443,-23.47406334693288,-46.6470311806798,sao paulo,SP
2519,-23.50699116126142,-46.667994993479134,sao paulo,SP
2532,-23.496626808211698,-46.658323378152275,são paulo,SP
2537,-23.49197888926076,-46.653710489872445,sao paulo,SP
2566,-23.4819003787983,-46.66927676395988,sao paulo,SP
2545,-23.492756598389988,-46.66205412960936,são paulo,SP
2542,-23.48615263113857,-46.66023637538231,sao paulo,SP
2511,-23.513772962777384,-46.65371082977809,são paulo,SP
2545,-23.494905188944873,-46.66142115567631,sao paulo,SP
2630,-23.463875011656754,-46.64212215168214,sao paulo,SP
2630,-23.4643375947833,-46.64309270621502,sao paulo,SP
2727,-23.49059470191585,-46.68607209103238,sao paulo,SP
2715,-23.503779857542188,-46.676256647518606,sao paulo,SP
2739,-23.477354612310226,-46.67815130109614,sao paulo,SP
2730,-23.497712497085814,-46.690503532748586,sao paulo,SP
2874,-23.45335747960067,-46.67592339647413,sao paulo,SP
2864,-23.474248983899834,-46.682326686652424,sao paulo,SP
2849,-23.46242952178431,-46.68803052844942,sao paulo,SP
2860,-23.47109069608747,-46.671109941716196,sao paulo,SP
2811,-23.47512517929482,-46.70242920275258,sao paulo,SP
2864,-23.471835276155595,-46.678847259507165,sao paulo,SP
2925,-23.501138416873463,-46.70040505689882,sao paulo,SP
2934,-23.484467462115518,-46.70309015306711,sao paulo,SP
2963,-23.486821438801993,-46.70083870705175,sao paulo,SP
2976,-23.477797990449805,-46.718113300556375,sao paulo,SP
2963,-23.591087676254713,-46.63253516596466,sao paulo,SP
2945,-23.485295986669804,-46.725531883432375,sao paulo,SP
2936,-23.487410471839045,-46.71688830085411,são paulo,SP
2925,-23.502176431800088,-46.69475593793936,sao paulo,SP
2978,-23.47544453788447,-46.706280569248065,sao paulo,SP
2996,-23.441535192473584,-46.736009521092136,sao paulo,SP
2961,-23.49370026755725,-46.700107365803014,sao paulo,SP
2930,-23.488955098534205,-46.704897827918536,são paulo,SP
3080,-23.53330439578164,-46.57803379141903,sao paulo,SP
3063,-23.534580154307868,-46.56848387913321,sao paulo,SP
3068,-23.536685116567615,-46.56954255883206,sao paulo,SP
3068,-23.537724275607335,-46.56918037275656,sao paulo,SP
3063,-23.533944716890844,-46.567009979744896,sao paulo,SP
3055,-23.539886056898833,-46.60076747100233,sao paulo,SP
3008,-23.540860759651405,-46.62010431655023,são paulo,SP
3193,-23.572712965553002,-46.57234168709703,sao paulo,SP
3187,-23.56055179224387,-46.57756795007505,sao paulo,SP
3186,-23.56726054731954,-46.58397325145708,sao paulo,SP
3152,-23.592157104074133,-46.580420761440415,sao paulo,SP
3136,-23.580575349991307,-46.574578330832715,sao paulo,SP
3152,-23.592046190403323,-46.580639222459425,são paulo,SP
3166,-23.548692332765967,-46.595021347365574,são paulo,SP
3152,-23.593669355531233,-46.58303042616429,sao paulo,SP
3202,-23.59725813405276,-46.57042710421837,sao paulo,SP
3265,-23.59645443075192,-46.54188637538229,são paulo,SP
3254,-23.61230254010617,-46.53394262378099,são paulo,SP
3238,-23.596934769319358,-46.550215347138675,sao paulo,SP
3280,-23.58382884540368,-46.536090454613706,sao paulo,SP
3239,-23.594874024150247,-46.54503337330483,são paulo,SP
3211,-23.598305999999994,-46.556310981678145,sao paulo,SP
3261,-23.588551309740897,-46.55126814155459,sao paulo,SP
3272,-23.601374738271126,-46.51601538842403,sao paulo,SP
3307,-23.544273688037393,-46.57458482708181,sao paulo,SP
3319,-23.546284971983273,-46.56946778198398,sao paulo,SP
3381,-23.577451337151196,-46.531566685756,sao paulo,SP
3365,-23.56936030252754,-46.536721302527546,são paulo,SP
3382,-23.580484575076454,-46.52857049278665,são paulo,SP
3336,-23.553729387183296,-46.566442791563276,são paulo,SP
3350,-23.566563570576694,-46.566491715524805,sao paulo,SP
3317,-23.543632004731858,-46.56694786580301,são paulo,SP
3325,-23.55555150513589,-46.55543067291818,sao paulo,SP
3359,-23.56861126977896,-46.55329276977897,sao paulo,SP
3350,-23.56659483178157,-46.56928048283733,sao paulo,SP
3386,-23.584254611431724,-46.52832389938831,sao paulo,SP
3425,-23.55640869525076,-46.537309293784965,sao paulo,SP
3427,-23.552496597004996,-46.53547542117261,sao paulo,SP
3480,-23.579175467943898,-46.50925125437129,são paulo,SP
3424,-23.55241351234925,-46.541799104362596,sao paulo,SP
3472,-23.574729216486816,-46.52296200000001,sao paulo,SP
3478,-23.57305819178831,-46.51263303802871,sao paulo,SP
3401,-23.551554394396653,-46.55423288149913,sao paulo,SP
3584,-23.5618563138585,-46.48216474357244,sao paulo,SP
3587,-23.555252053292143,-46.48457397737897,sao paulo,SP
3511,-23.53535821925676,-46.52688441202603,sao paulo,SP
3556,-23.54142163059031,-46.50001031793521,são paulo,SP
3583,-23.554446153564637,-46.49515222025801,sao paulo,SP
3547,-23.539064332506157,-46.51454449624908,sao paulo,SP
3554,-23.53555186011885,-46.50758848098565,sao paulo,SP
3511,-23.533812178458103,-46.530368182901505,são paulo,SP
3572,-23.571966111575954,-46.50174175047615,sao paulo,SP
3627,-23.511042534277788,-46.50532094171618,sao paulo,SP
3679,-23.517672255063776,-46.487627349991314,são paulo,SP
3678,-23.51650731556929,-46.488342724536885,sao paulo,SP
3645,-23.527677719400998,-46.53160307369148,sao paulo,SP
3660,-23.52155517346644,-46.50478886747645,sao paulo,SP
3613,-23.52065824014884,-46.533696601081964,são paulo,SP
3623,-23.51858530159422,-46.51357927591313,sao paulo,SP
3612,-23.519019970858096,-46.53542251540767,sao paulo,SP
3668,-23.534212387569905,-46.496007673648386,sao paulo,SP
3694,-23.53115710596663,-46.47364344461771,são paulo,SP
3737,-23.50698403719198,-46.51398159824576,sao paulo,SP
3755,-23.50975519900167,-46.502099868861414,sao paulo,SP
3734,-23.51003141188179,-46.524710923394316,sao paulo,SP
3732,-23.5138375634197,-46.53529428420567,sao paulo,SP
3721,-23.501373653067105,-46.52584985789716,sao paulo,SP
3757,-23.505759999999952,-46.49639999999994,sao paulo,SP
3729,-23.500948594817235,-46.50560572582832,sao paulo,SP
3726,-23.502927080212356,-46.51508048265909,sao paulo,SP
3808,-23.493032748542902,-46.47719998557328,sao paulo,SP
3880,-23.5083224074384,-46.48774359103238,sao paulo,SP
3882,-23.51155279961335,-46.485065467799686,sao paulo,SP
3806,-23.503086031911863,-46.476515692480795,sao paulo,SP
3813,-23.48686883819032,-46.464852709129225,são paulo,SP
3802,-23.502578112960933,-46.48797953372952,sao paulo,SP
3816,-23.487440364418035,-46.48717254094289,sao paulo,SP
3911,-23.582925000000003,-46.518414595475804,sao paulo,SP
3922,-23.592727110739236,-46.51818201012754,sao paulo,SP
3921,-23.585829380518188,-46.51622232569682,sao paulo,SP
3952,-23.589296978908177,-46.48475548612154,sao paulo,SP
3978,-23.6196162956076,-46.502501281056425,sao paulo,SP
3912,-23.5817265858965,-46.5207956508454,sao paulo,SP
3974,-23.610985805989994,-46.48506524202204,sao paulo,SP
3968,-23.59951781487679,-46.47126282514858,sao paulo,SP
3931,-23.580270806826707,-46.494272635437724,sao paulo,SP
4021,-23.59323136164807,-46.6413766239252,sao paulo,SP
4077,-23.605898139596768,-46.65685056276149,são paulo,SP
4006,-23.577200507905854,-46.64659414071786,sao paulo,SP
4005,-23.577947393271472,-46.65189491494022,sao paulo,SP
4082,-23.618429685815688,-46.6533439052167,sao paulo,SP
4013,-23.580638298084143,-46.64149335706043,sao paulo,SP
4011,-23.57945742215358,-46.64185584026777,são paulo,SP
4003,-23.578619910766456,-46.64793700565673,sao paulo,SP
4074,-23.61103731685386,-46.65595800629095,sao paulo,SP
4005,-23.577813367736244,-46.65165544047543,são paulo,SP
4012,-23.58180848626576,-46.647759902994984,sao paulo,SP
4078,-23.60633509937093,-46.65817040841936,sao paulo,SP
4117,-23.588550922009347,-46.634720390645725,sao paulo,SP
4148,-23.614739392723205,-46.624386572854746,sao paulo,SP
4158,-23.622056528449416,-46.61903100721336,sao paulo,SP
4129,-23.60377131556928,-46.622759495556586,sao paulo,SP
4117,-23.590599379969937,-46.63245076672053,sao paulo,SP
4195,-23.655498370246406,-46.61284586955392,são paulo,SP
4120,-23.59557683097696,-46.63134858035657,são paulo,SP
4113,-23.583447503462455,-46.62696149999999,sao paulo,SP
4106,-23.582576912574293,-46.63637574063704,sao paulo,SP
4131,-23.603150514570956,-46.616698895925865,são paulo,SP
4115,-23.590034476542243,-46.624428371775615,sao paulo,SP
4153,-23.625533165550397,-46.62451649363674,sao paulo,SP
4140,-23.607196449622045,-46.63265629502571,sao paulo,SP
4125,-23.600412303912524,-46.62054169692418,são paulo,SP
4174,-23.635112521784315,-46.606399491257434,sao paulo,SP
4140,-23.60590351705252,-46.62990608191963,são paulo,SP
4135,-23.608307535201597,-46.62977311153578,sao paulo,SP
4143,-23.6153358753823,-46.63571753067111,são paulo,SP
4180,-23.636808314732562,-46.596921747157914,sao paulo,SP
4109,-23.577714199001658,-46.629180952824676,sao paulo,SP
4111,-23.586519070488826,-46.632663518321856,são paulo,SP
4146,-23.617546512349254,-46.629755811818384,são paulo,SP
4116,-23.594795412718522,-46.624647766720535,sao paulo,SP
4231,-23.604738268102757,-46.59695380340274,são paulo,SP
4204,-23.58542423397195,-46.606512174851424,sao paulo,SP
4207,-23.583380020890285,-46.60679150544939,sao paulo,SP
4235,-23.613795000000003,-46.591141500000006,sao paulo,SP
4257,-23.63302966556059,-46.59160424049281,sao paulo,SP
4298,-23.6284949695773,-46.601726597971805,sao paulo,SP
4246,-23.63457518251014,-46.59546627249661,sao paulo,SP
4266,-23.58970287805388,-46.61005507804743,sao paulo,SP
4235,-23.619706678249255,-46.59154424240707,sao paulo,SP
4356,-23.637052529834396,-46.6582011021409,sao paulo,SP
4337,-23.666486134052754,-46.64789983749782,sao paulo,SP
4348,-23.644763036355265,-46.64998751817763,sao paulo,SP
4332,-23.65827296776425,-46.648486611199665,sao paulo,SP
4348,-23.645431382739893,-46.64805141771017,sao paulo,SP
4325,-23.671305513185963,-46.63232021371685,sao paulo,SP
4317,-23.643614063015672,-46.63484606618967,sao paulo,SP
4363,-23.643466889370973,-46.66962410940003,são paulo,SP
4355,-23.63258147821569,-46.65767352844941,sao paulo,SP
4323,-23.654387860118852,-46.63834595545041,são paulo,SP
4417,-23.68087849570083,-46.64037201832186,sao paulo,SP
4466,-23.688592443161895,-46.66203219906069,sao paulo,SP
4412,-23.677678508742574,-46.64704523036527,sao paulo,SP
4416,-23.677936533441077,-46.638371833891135,são paulo,SP
4474,-23.70023488703906,-46.64318301012754,sao paulo,SP
4411,-23.67822588481737,-46.64603876533556,sao paulo,SP
4430,-23.690655794712747,-46.649507484740155,sao paulo,SP
4457,-23.690147050233726,-46.67418841840268,sao paulo,SP
4472,-23.59415823674192,-46.712005061342225,são paulo,SP
4562,-23.605627231354315,-46.68935829113685,sao paulo,SP
4559,-23.617297058283814,-46.68397416333888,sao paulo,SP
4550,-23.60146899140166,-46.68152092437528,sao paulo,SP
4537,-23.594499367187993,-46.677720562034715,são paulo,SP
4537,-23.594672640025372,-46.67813343075193,sao paulo,SP
4581,-23.62087271994926,-46.684584063275466,são paulo,SP
4513,-23.59717875797796,-46.67142921080266,sao paulo,SP
4524,-23.61020204436338,-46.67028676105727,sao paulo,SP
4516,-23.604548951699517,-46.66896555883206,são paulo,SP
4513,-23.59861275327476,-46.672219026371934,sao paulo,SP
4552,-23.592915348289203,-46.68532987275657,são paulo,SP
4517,-23.605491918950932,-46.67474619372153,sao paulo,SP
4552,-23.592990355502565,-46.68556837275656,sao paulo,SP
4550,-23.60354562447347,-46.67911888911653,sao paulo,SP
4550,-23.60498562447347,-46.67595997293555,sao paulo,SP
4530,-23.57850138995326,-46.673601380518186,sao paulo,SP
4562,-23.612208223151914,-46.68258769692419,sao paulo,SP
4534,-23.58333342630852,-46.672172398407355,são paulo,SP
4569,-23.612439876219018,-46.69034926005544,sao paulo,SP
4537,-23.59492891005492,-46.67889600816296,sao paulo,SP
4657,-23.667041652697392,-46.67496025552495,sao paulo,SP
4608,-23.62555692062437,-46.67453056494892,são paulo,SP
4675,-23.672071393559936,-46.69695810880598,sao paulo,SP
4634,-23.636825518177634,-46.66770268220901,sao paulo,SP
4660,-23.665395509579287,-46.67815953900966,sao paulo,SP
4602,-23.624063810721857,-46.68306315791454,são paulo,SP
4635,-23.640822111905784,-46.66973392718264,sao paulo,SP
4686,-23.667313546771272,-46.68989822635455,sao paulo,SP
4602,-23.625329908967608,-46.6842803366611,são paulo,SP
4707,-23.623939981389675,-46.695368981533896,sao paulo,SP
4740,-23.649846516792646,-46.69441979516995,sao paulo,SP
4704,-23.62233005912052,-46.68876046127881,sao paulo,SP
4786,-23.702153280598992,-46.70562814279533,sao paulo,SP
4761,-23.664458933117853,-46.71603142437529,são paulo,SP
4735,-23.647743283368953,-46.700926359570595,sao paulo,SP
4784,-23.687441209208703,-46.706200375375154,sao paulo,SP
4738,-23.645036211377526,-46.690955014634696,sao paulo,SP
4781,-23.622957869553925,-46.66484144171619,sao paulo,SP
4716,-23.631382183738218,-46.70381826755726,sao paulo,SP
4762,-23.667003000000005,-46.724382,são paulo,SP
4745,-23.656235427145244,-46.706519870390636,sao paulo,SP
4864,-23.76776093366611,-46.720250402995,são paulo,SP
4856,-23.777212498676878,-46.69030489255302,sao paulo,SP
4813,-23.718202816261773,-46.68762718373821,são paulo,SP
4863,-23.761475077990653,-46.71048046335627,sao paulo,SP
4844,-23.747265052455422,-46.70392200874258,sao paulo,SP
4844,-23.759875079375625,-46.70682489702238,sao paulo,SP
4850,-23.750166751227628,-46.68167307567747,sao paulo,SP
4892,-23.827599305009038,-46.72972036164806,sao paulo,SP
4849,-23.745544124617695,-46.66811730030585,sao paulo,SP
4896,-23.8538181268394,-46.704561343470445,sao paulo,SP
4811,-23.70950335720466,-46.69145912017428,sao paulo,SP
4821,-23.727805899532544,-46.68897864570952,são paulo,SP
4851,-23.750840346270017,-46.6709250412122,sao paulo,SP
4852,-23.759688749128596,-46.67224513627002,sao paulo,SP
4857,-23.77620064946043,-46.699949723844405,são paulo,SP
4858,-23.77021047377228,-46.70936119900168,sao paulo,SP
4830,-23.72854654292281,-46.70183672309758,sao paulo,SP
4812,-23.716402679987315,-46.689668297535874,sao paulo,SP
4853,-23.77249547821568,-46.671512118096814,sao paulo,SP
4843,-23.73831305159249,-46.694702947160046,sao paulo,SP
4858,-23.77331141909515,-46.71692088481737,sao paulo,SP
4831,-23.73809599056494,-46.71392941118932,sao paulo,SP
4870,-23.74899637440135,-46.75928493796528,sao paulo,SP
4965,-23.740490709073246,-46.7785405392805,sao paulo,SP
4916,-23.693149089647406,-46.75405486372554,sao paulo,SP
4932,-23.68026172883606,-46.756999225373605,sao paulo,SP
4929,-23.69846570949281,-46.76219647605843,sao paulo,SP
4948,-23.692993648623705,-46.778787041635375,sao paulo,SP
4911,-23.685031096350095,-46.74473010087963,sao paulo,SP
4961,-23.735856688037387,-46.79137126824975,sao paulo,SP
4938,-23.68998199056494,-46.76235574493623,sao paulo,SP
4961,-23.655235411045073,-46.73034806771887,sao paulo,SP
5015,-23.53190897668648,-46.668469725229386,sao paulo,SP
5023,-23.527188387183287,-46.68282672716261,sao paulo,SP
5083,-23.532050819031728,-46.71483118734491,sao paulo,SP
5060,-23.526362766028043,-46.70526696932888,sao paulo,SP
5045,-23.529262452680467,-46.694010776992315,sao paulo,SP
5085,-23.52380619929012,-46.732076275347545,sao paulo,SP
5047,-23.52610345268047,-46.688570999999996,sao paulo,SP
5076,-23.522526591269862,-46.707645876026334,são paulo,SP
5055,-23.531745048848748,-46.70270313197528,sao paulo,SP
5181,-23.456462919787644,-46.742981594783316,sao paulo,SP
5183,-23.45282456423433,-46.75063606883545,são paulo,SP
5161,-23.484759590339895,-46.761428677073134,sao paulo,SP
5182,-23.452337146834704,-46.747519313347574,sao paulo,SP
5177,-23.469666757977965,-46.750087267557255,são paulo,SP
5135,-23.49534234332621,-46.74731359686076,sao paulo,SP
5159,-23.49024254899298,-46.750869371775615,sao paulo,SP
5170,-23.48350747960066,-46.748193260199656,sao paulo,SP
5126,-23.50473754731954,-46.74068932321532,sao paulo,SP
5143,-23.498102346932882,-46.72462285206879,sao paulo,SP
5106,-23.516918631281857,-46.73334368714922,sao paulo,SP
5267,-23.44065443102217,-46.78849906969196,sao paulo,SP
5210,-23.420576072511654,-46.75128063705288,sao paulo,SP
5265,-23.45160438634657,-46.79052036511053,sao paulo,SP
5267,-23.443046999999993,-46.79157355438866,são paulo,SP
5271,-23.42823287454558,-46.79338814862371,sao paulo,SP
5270,-23.551868704013152,-46.75739100552812,sao paulo,SP
5271,-23.44349000138498,-46.79152356174625,sao paulo,SP
5271,-23.428578656673796,-46.794734078538895,sao paulo,SP
5215,-23.392034842633713,-46.73531752345774,sao paulo,SP
5366,-23.581553841184014,-46.75660664450597,sao paulo,SP
5376,-23.580054932281122,-46.76355627047143,sao paulo,SP
5338,-23.55112050929083,-46.74944198112987,sao paulo,SP
5386,-23.564861936724526,-46.759173076605656,sao paulo,SP
5345,-23.551048090195668,-46.744887027756924,são paulo,SP
5307,-23.52335962779168,-46.73838187800803,são paulo,SP
5387,-23.56679611962604,-46.76433980474925,são paulo,SP
5415,-23.561267385509858,-46.68506651664843,são paulo,SP
5439,-23.548994424086825,-46.68943299861501,sao paulo,SP
5434,-23.552001199001662,-46.68731305438865,sao paulo,SP
5422,-23.56654574355125,-46.68493194601536,sao paulo,SP
5416,-23.558817698309177,-46.68956537399733,sao paulo,SP
5409,-23.557214891482467,-46.67584619914591,sao paulo,SP
5409,-23.560222322606098,-46.67362316553687,são paulo,SP
5409,-23.554640723844393,-46.677686782964926,são paulo,SP
5409,-23.55411425062037,-46.677977691499834,sao paulo,SP
5410,-23.55199926034389,-46.680686874545565,sao paulo,SP
5511,-23.577479401898472,-46.70843940550515,são paulo,SP
5596,-23.583646403831718,-46.745367779069774,sao paulo,SP
5524,-23.599262252842074,-46.7431818424895,sao paulo,SP
5569,-23.601039653067104,-46.79599167346643,sao paulo,SP
5588,-23.575017565515587,-46.739824510602574,sao paulo,SP
5571,-23.59951486984238,-46.79739652761268,são paulo,SP
5582,-23.574259729932585,-46.73030647807145,sao paulo,SP
5549,-23.596335018748093,-46.76510849353004,sao paulo,SP
5590,-23.577034004060305,-46.731402409371945,sao paulo,SP
5595,-23.583748442408677,-46.74468671218764,sao paulo,SP
5565,-23.598595182272778,-46.78593180829112,são paulo,SP
5615,-23.586105940042746,-46.71758665041271,são paulo,SP
5670,-23.585581340007987,-46.6966755940908,sao paulo,SP
5616,-23.586608335564577,-46.71953075422705,sao paulo,SP
5657,-23.622201864675898,-46.71608257604346,sao paulo,SP
5615,-23.586603255063768,-46.7185846172601,sao paulo,SP
5642,-23.62317449847078,-46.7357067038491,sao paulo,SP
5641,-23.6197575478678,-46.7402796150384,sao paulo,SP
5687,-23.609770344711183,-46.70930816833055,sao paulo,SP
5661,-23.609968525102254,-46.72769311680107,sao paulo,SP
5663,-23.61354993316125,-46.72803384976934,sao paulo,SP
5627,-23.598539507357593,-46.733357267701486,sao paulo,SP
5754,-23.620003805441737,-46.75358013197529,sao paulo,SP
5734,-23.62096961466543,-46.744949513042236,sao paulo,SP
5730,-23.632666460260726,-46.73955981980657,sao paulo,SP
5777,-23.648773477961495,-46.753312574930895,sao paulo,SP
5778,-23.641928088262425,-46.74968512822438,sao paulo,SP
5712,-23.62116095141106,-46.731007050406625,sao paulo,SP
5712,-23.62095174398066,-46.72786740542531,sao paulo,SP
5704,-23.628291473648726,-46.721775275057546,sao paulo,SP
5752,-23.619381841796997,-46.751528090339896,sao paulo,SP
5788,-23.634031810351168,-46.77680983248266,sao paulo,SP
5742,-23.610305169023043,-46.750030522621046,sao paulo,SP
5794,-23.63939983236193,-46.7686651537596,sao paulo,SP
5775,-23.63766319900166,-46.75104159256159,sao paulo,SP
5762,-23.64299179655493,-46.7649866626464,são paulo,SP
5797,-23.655459478215683,-46.7714602456287,sao paulo,SP
5796,-23.65045597085809,-46.77611562392519,sao paulo,SP
5842,-23.650151008050084,-46.74176564141035,sao paulo,SP
5857,-23.656619766028044,-46.78192596211554,sao paulo,SP
5821,-23.667028072162267,-46.74913325728548,sao paulo,SP
5875,-23.695141756592985,-46.78584437815225,sao paulo,SP
5892,-23.662174452680457,-46.78629165889549,sao paulo,SP
5843,-23.652439030526885,-46.73884261656762,sao paulo,SP
5856,-23.64902132445609,-46.78722316916727,sao paulo,SP
5879,-23.689136567026384,-46.79766286525474,sao paulo,SP
5894,-23.65532771631757,-46.78503665601929,sao paulo,SP
5861,-23.670179696635742,-46.765307373160596,sao paulo,SP
5846,-23.660240396069316,-46.74688781602366,sao paulo,SP
5877,-23.694592096860767,-46.78888532959196,sao paulo,SP
5894,-23.6498206220612,-46.78990343805809,sao paulo,SP
5879,-23.68920765922984,-46.7957512961492,são paulo,SP
5805,-23.653050180572237,-46.73443184881128,sao paulo,SP
6075,-23.546833490709172,-46.787399564948906,osasco,SP
6053,-23.545652824600314,-46.782759102400696,osasco,SP
6086,-23.537705656413994,-46.7808427672688,osasco,SP
6040,-23.573886883980645,-46.78677385163608,osasco,SP
6030,-23.560939373564626,-46.77158581002937,osasco,SP
6016,-23.530795486909216,-46.778286524863994,osasco,SP
6038,-23.56353456895962,-46.7804287142651,osasco,SP
6194,-23.52517861143172,-46.80307405995724,osasco,SP
6120,-23.540244517889167,-46.79080166472386,osasco,SP
6160,-23.558835374401347,-46.80558862932089,osasco,SP
6150,-23.564387618385283,-46.81523950375091,osasco,SP
6180,-23.539397898695825,-46.80347025362146,osasco,SP
6160,-23.550255776559634,-46.8159994911132,osasco,SP
6120,-23.546570699694158,-46.79176066140565,osasco,SP
6172,-23.541961633858534,-46.813179965799364,osasco,SP
6150,-23.57373084595194,-46.8092064708581,osasco,SP
6114,-23.532114351116483,-46.79433932500434,osasco,SP
6210,-23.532168971954608,-46.764723351664735,osasco,SP
6226,-23.50987233308793,-46.775858462116425,osasco,SP
6273,-23.498198059047883,-46.76502832075243,osasco,SP
6250,-23.497921864014003,-46.803301653211335,osasco,SP
6246,-23.496920117981258,-46.81070905799535,osasco,SP
6220,-23.51070819207677,-46.77845291090084,osasco,SP
6240,-23.500498798776622,-46.80432308185714,osasco,SP
6253,-23.49761677629983,-46.79585073936765,osasco,SP
6250,-23.500895239511873,-46.79248660851753,osasco,SP
6280,-23.50940740357191,-46.771294249091156,osasco,SP
6226,-23.509896506520864,-46.77786211033521,osasco,SP
6283,-23.517156571209977,-46.77111483582438,osasco,SP
6263,-23.49215061336496,-46.79002995461371,osasco,SP
6253,-23.494921438253737,-46.802732537191986,osasco,SP
6226,-23.507936757676294,-46.778420966349,osasco,SP
6236,-23.51582647470528,-46.789092974705284,osasco,SP
6315,-23.522650060644747,-46.84433419297989,carapicuiba,SP
6322,-23.527091010268812,-46.832213555049606,carapicuíba,SP
6395,-23.53644683371209,-46.851325296920294,carapicuiba,SP
6390,-23.53804984758038,-46.85276832966892,carapicuíba,SP
6397,-23.53499504940014,-46.858170938249806,carapicuiba,SP
